n,W,b,Tiempo,Metodo,nodo
9200,3300,7984,356.777,Dinamica,1586
9900,4000,7768,474.58,Dinamica,1166
8600,2400,7799,275.804,Dinamica,112
9100,1800,7452,329.529,Dinamica,646
7200,2800,7585,102.931,Dinamica,113
4600,2600,5741,40.8281,Dinamica,1091
200,3200,1234,0.128594,Dinamica,71
2300,4900,4133,9.31387,Dinamica,1877
7500,8000,7267,101.822,Dinamica,443
7400,1100,6378,98.8164,Dinamica,96
1000,5700,2605,2.36156,Dinamica,728
2500,7700,4013,16.2409,Dinamica,1477
2600,2800,4210,12.8638,Dinamica,63
2100,9900,3269,7.73704,Dinamica,215
7600,3300,6850,105.524,Dinamica,631
5700,5200,5876,59.7016,Dinamica,403
7700,7600,7465,114.664,Dinamica,1362
2400,5300,4107,12.0827,Dinamica,699
3000,9800,4758,16.3103,Dinamica,1538
1300,6200,2996,2.14087,Dinamica,514
4100,600,5230,29.982,Dinamica,1536
7800,9600,7216,113.099,Dinamica,886
1700,6400,3670,7.66437,Dinamica,1665
2400,100,3920,13.8998,Dinamica,54
9000,9800,8146,321.696,Dinamica,845
1300,2500,2827,5.64644,Dinamica,320
100,6300,560,0.101487,Dinamica,250
8700,5500,7942,287.255,Dinamica,1598
6500,1000,6819,78.5105,Dinamica,471
200,4600,689,0.230877,Dinamica,351
7500,300,7165,101.004,Dinamica,371
1200,5000,2595,3.6742,Dinamica,903
5900,9500,6537,65.5977,Dinamica,439
2200,300,3951,11.4668,Dinamica,384
2800,2100,4451,19.6072,Dinamica,1450
10000,2500,8559,479.643,Dinamica,1705
3600,2700,5035,27.5405,Dinamica,999
4700,10000,5777,40.4204,Dinamica,620
8100,2300,7420,118.059,Dinamica,1420
700,8800,2302,1.55025,Dinamica,62
2400,6800,4322,12.5073,Dinamica,1303
2100,8900,3844,11.1483,Dinamica,101
4300,3200,5749,37.7158,Dinamica,869
900,6500,2294,1.96738,Dinamica,672
5700,2400,6076,58.4099,Dinamica,743
3800,5400,5264,25.5706,Dinamica,345
9800,9800,7819,444.733,Dinamica,154
10000,3900,9109,479.118,Dinamica,133
7600,8500,6747,105.89,Dinamica,1627
3500,6300,5500,23.1497,Dinamica,822
6100,5700,7075,67.1533,Dinamica,128
6900,5100,6787,85.9665,Dinamica,1404
5800,2900,5454,60.936,Dinamica,262
3400,7000,4733,23.7943,Dinamica,1099
5600,5800,6376,59.1102,Dinamica,2416
7400,9100,6527,99.7827,Dinamica,131
4600,8200,5690,40.8671,Dinamica,476
300,1900,1387,0.444378,Dinamica,196
9100,4200,7864,331.418,Dinamica,349
5800,50,3844,62.209,Dinamica,50
5400,7400,5614,50.7151,Dinamica,85
8000,3500,7109,115.039,Dinamica,767
5600,6800,6272,60.2786,Dinamica,1542
8300,4700,7577,124.701,Dinamica,1871
9500,2200,8445,420.187,Dinamica,950
6300,7500,5949,71.6918,Dinamica,793
5200,7400,5939,49.8032,Dinamica,201
7400,7400,6449,99.6758,Dinamica,770
3900,8100,4966,26.6179,Dinamica,647
7300,4100,6687,98.6653,Dinamica,175
6100,1000,5568,68.9759,Dinamica,87
6100,8800,5673,73.3554,Dinamica,1383
2800,2900,4629,16.236,Dinamica,1678
3300,7700,4285,20.0481,Dinamica,1658
900,2200,2458,1.92301,Dinamica,886
2100,3300,3612,11.0935,Dinamica,66
2000,7700,3236,11.1976,Dinamica,1338
5700,700,5940,60.5198,Dinamica,422
7100,7900,6670,91.8186,Dinamica,101
8000,8100,7186,115.562,Dinamica,262
2100,4000,3904,11.3473,Dinamica,1739
1200,8400,2499,2.66102,Dinamica,707
200,9300,1263,0.278856,Dinamica,122
7100,4800,7097,92.4665,Dinamica,506
2700,8100,4330,13.7316,Dinamica,1734
1300,10000,2896,3.28294,Dinamica,120
7500,800,6697,102.986,Dinamica,916
3500,6900,5037,23.2341,Dinamica,684
3700,7300,5858,27.5909,Dinamica,512
10000,2200,9120,480.312,Dinamica,1294
8800,5000,7495,296.002,Dinamica,505
8900,3500,7219,318.077,Dinamica,118
8100,3400,7351,121.542,Dinamica,553
4300,4300,5806,35.0697,Dinamica,1161
9200,5800,7639,365.779,Dinamica,540
9700,2500,7525,435.732,Dinamica,1364
200,2200,1136,0.306969,Dinamica,222
4700,700,5597,42.9282,Dinamica,100
7800,7400,6442,109.652,Dinamica,2483
9300,4700,7598,364.616,Dinamica,583
3200,6000,4221,21.109,Dinamica,3534
400,1400,1866,0.629685,Dinamica,323
3700,9900,5638,23.786,Dinamica,891
7000,8200,6703,90.2377,Dinamica,4209
7200,5000,7137,102.795,Dinamica,328
3400,100,3971,21.3538,Dinamica,58
8400,5500,6876,249.175,Dinamica,1289
3100,8000,4466,19.8567,Dinamica,220
6100,8900,7319,69.9798,Dinamica,109
700,7000,2344,1.42569,Dinamica,207
9900,7800,8050,474.179,Dinamica,121
50,9500,663,0.07226,Dinamica,94
7600,5200,7245,105.507,Dinamica,1413
5800,2800,5758,62.4514,Dinamica,1743
4000,6200,5292,30.9155,Dinamica,89
8900,5300,8203,324.186,Dinamica,154
9200,4300,8365,359.233,Dinamica,834
6300,4700,6092,75.1123,Dinamica,2084
6000,6500,6044,68.2934,Dinamica,778
7900,4100,7680,116.604,Dinamica,543
2000,700,3166,10.5464,Dinamica,81
6400,5400,6580,77.8658,Dinamica,1364
4900,9300,5693,44.2743,Dinamica,1292
9100,2900,6926,332.859,Dinamica,347
7500,1600,6679,106.163,Dinamica,528
7900,8700,7868,113.068,Dinamica,122
7500,8600,6870,103.385,Dinamica,361
5400,4700,6089,53.1131,Dinamica,1007
5800,7900,6110,62.0657,Dinamica,501
2000,10000,3885,9.92374,Dinamica,349
700,1200,1963,1.45503,Dinamica,333
8300,2300,7339,132.166,Dinamica,2699
1000,1000,2618,1.45064,Dinamica,668
1900,6300,3517,5.48651,Dinamica,824
4900,7500,5611,41.1994,Dinamica,1666
3000,6100,4756,18.7525,Dinamica,527
300,5200,1385,0.244822,Dinamica,138
5600,5900,6409,58.4547,Dinamica,747
7000,3200,6968,90.737,Dinamica,1295
6800,1800,6867,84.9132,Dinamica,1501
6500,6900,6801,79.2894,Dinamica,772
1200,7200,2884,3.59596,Dinamica,812
4900,5600,5653,42.3892,Dinamica,497
300,7800,1204,0.371173,Dinamica,350
8700,9100,7733,285.724,Dinamica,2231
2300,2900,3929,12.5039,Dinamica,333
6900,600,6498,86.4343,Dinamica,1180
7000,4100,6738,89.1457,Dinamica,248
3800,9800,4402,26.0956,Dinamica,455
7200,100,6084,102.274,Dinamica,84
4500,3300,4980,40.5431,Dinamica,1218
7200,8800,7817,105.782,Dinamica,1648
7500,3600,6672,101.324,Dinamica,2430
9000,1700,8241,320.796,Dinamica,1495
8200,2600,7753,128.177,Dinamica,1384
400,2900,2103,0.632219,Dinamica,139
7800,9800,7374,112.382,Dinamica,678
100,7000,642,0.142002,Dinamica,102
4000,9300,5445,32.5949,Dinamica,1292
2000,8400,3134,10.0109,Dinamica,884
5800,6800,6446,62.1093,Dinamica,524
5200,1500,5681,48.5513,Dinamica,116
8400,5000,7824,248.014,Dinamica,1697
6600,9700,6477,78.4418,Dinamica,165
9300,5400,7298,366.718,Dinamica,989
8700,4700,7790,287.071,Dinamica,468
1500,9100,3710,4.10527,Dinamica,455
9900,6700,8719,472.994,Dinamica,558
600,2900,2448,1.38858,Dinamica,402
6800,5900,6624,84.6209,Dinamica,859
2300,6200,3777,13.8354,Dinamica,1072
9200,3200,7144,361.906,Dinamica,257
5500,500,5722,57.2191,Dinamica,100
3300,4200,4531,22.333,Dinamica,475
9000,8600,7113,324.717,Dinamica,1732
2200,8100,3803,10.9308,Dinamica,352
8100,700,7113,115.956,Dinamica,655
9300,5600,7946,367.525,Dinamica,1168
9400,9800,8210,414.427,Dinamica,940
5900,4400,6992,65.9761,Dinamica,470
4500,3600,5120,37.5669,Dinamica,1486
8100,5400,7539,120.37,Dinamica,305
5700,1200,6328,61.6063,Dinamica,1169
9800,2900,7382,467.293,Dinamica,603
9800,2800,7827,452.257,Dinamica,868
1500,8500,2992,5.29642,Dinamica,197
5000,1500,5290,44.6495,Dinamica,328
2100,4200,3319,8.97532,Dinamica,1012
2600,10000,4010,16.9634,Dinamica,714
7200,3100,7567,98.6133,Dinamica,324
6500,8200,6390,80.4166,Dinamica,1485
4200,7700,5354,36.4711,Dinamica,1359
300,3400,1313,0.474493,Dinamica,165
5300,700,6045,51.1447,Dinamica,738
5900,6200,6217,65.0123,Dinamica,3565
5000,3200,5836,44.3318,Dinamica,289
5400,4400,6244,54.1673,Dinamica,255
6200,5500,6313,73.1126,Dinamica,993
3400,4000,5134,24.4257,Dinamica,286
1000,3700,2381,3.1927,Dinamica,483
2800,8800,4548,18.6754,Dinamica,1197
2100,1100,3601,13.8527,Dinamica,244
4500,8500,5950,38.839,Dinamica,845
2500,6600,3862,11.2415,Dinamica,534
8700,1500,7674,285.406,Dinamica,314
6800,6900,6908,83.7971,Dinamica,1895
9400,8300,7984,392.234,Dinamica,645
6600,6600,7494,79.9085,Dinamica,2297
9500,8800,8549,426.861,Dinamica,310
5200,900,6225,48.3583,Dinamica,88
4000,1500,5596,29.7365,Dinamica,919
7100,8000,7761,90.7562,Dinamica,274
3600,5800,4661,25.8405,Dinamica,1615
2200,3400,4055,11.6432,Dinamica,1252
5400,8900,5961,52.744,Dinamica,874
50,9600,492,0.068362,Dinamica,44
5700,4400,6480,60.8469,Dinamica,703
5300,2900,6099,51.544,Dinamica,195
2500,3800,3657,16.4147,Dinamica,397
4500,7500,4624,39.7793,Dinamica,671
4800,1600,6232,43.03,Dinamica,908
3500,2200,4397,20.4575,Dinamica,767
4500,8700,5059,37.4657,Dinamica,128
6200,4600,6326,72.0697,Dinamica,706
7500,2300,7009,101.366,Dinamica,281
7200,6600,6804,102.35,Dinamica,213
4700,6400,5956,42.0389,Dinamica,1252
7900,5000,8047,114.064,Dinamica,154
7500,3300,7293,99.9378,Dinamica,263
4000,4600,4641,31.3296,Dinamica,437
9100,5300,8059,327.298,Dinamica,3571
1300,8500,3152,2.38483,Dinamica,112
100,8300,817,0.127922,Dinamica,72
9500,6000,6880,423.019,Dinamica,137
1300,5300,2862,4.76224,Dinamica,1164
2900,200,4425,20.4711,Dinamica,193
1600,2600,3106,7.72187,Dinamica,164
1700,7900,3257,6.87379,Dinamica,2305
6800,3400,7062,80.5658,Dinamica,1335
4800,8300,5584,42.2988,Dinamica,1207
2800,2200,4040,14.109,Dinamica,713
8600,100,5513,278.832,Dinamica,79
5500,400,5653,56.5902,Dinamica,84
7300,8200,6916,98.9642,Dinamica,342
9500,3000,8522,425.003,Dinamica,1096
1300,5700,2782,2.2134,Dinamica,272
5100,8900,5987,45.8631,Dinamica,90
3900,9800,4736,29.8886,Dinamica,1275
8000,800,7126,115.534,Dinamica,341
9600,8500,8577,408.819,Dinamica,703
1400,5600,3147,3.80907,Dinamica,46
1400,1500,3563,6.1642,Dinamica,461
3600,4600,5450,28.2744,Dinamica,2160
4700,2300,5609,40.2271,Dinamica,805
1000,6500,3034,2.29481,Dinamica,304
4200,6300,5213,30.9909,Dinamica,507
5500,7300,6096,51.6444,Dinamica,290
6000,3900,6144,68.0596,Dinamica,2281
8100,3300,7035,118.326,Dinamica,387
2300,2000,4006,10.1959,Dinamica,92
8400,6100,7084,246.073,Dinamica,1658
9100,1900,7610,328.492,Dinamica,1183
7300,4800,7336,96.8821,Dinamica,328
8200,5500,6412,127.558,Dinamica,874
3400,8300,5535,25.6985,Dinamica,1420
2600,500,4112,17.0865,Dinamica,1058
6300,9300,5946,71.4325,Dinamica,1689
7000,2500,6843,87.7359,Dinamica,536
50,7700,490,0.042469,Dinamica,17
200,5800,1252,0.255921,Dinamica,314
3000,9000,4690,20.3249,Dinamica,1166
600,7800,2092,0.678549,Dinamica,245
6800,50,3788,82.5414,Dinamica,50
2200,8400,4033,11.4633,Dinamica,525
2600,7500,4524,15.6462,Dinamica,775
2900,9400,4297,20.6715,Dinamica,64
6500,5300,6592,77.4848,Dinamica,264
4800,2200,5362,42.949,Dinamica,80
900,6200,2566,2.30519,Dinamica,120
5500,8900,6252,54.1799,Dinamica,1656
4200,3700,5480,32.3709,Dinamica,224
300,7300,1291,0.497455,Dinamica,975
4400,7300,6023,37.3485,Dinamica,262
9900,5100,8797,471.77,Dinamica,557
7700,5800,7544,115.617,Dinamica,1180
700,6600,1992,1.66132,Dinamica,1099
8300,7200,7384,126.816,Dinamica,2651
100,8200,738,0.088476,Dinamica,113
1100,7500,2631,4.60562,Dinamica,523
5100,2500,6203,47.7952,Dinamica,947
5100,900,5646,46.1006,Dinamica,737
4500,2900,5620,38.6793,Dinamica,1278
8500,5600,6987,251.972,Dinamica,345
6900,1600,7169,83.9517,Dinamica,1594
5200,6500,6667,48.2223,Dinamica,1422
6700,8800,6491,87.9547,Dinamica,2535
9500,5700,7914,421.943,Dinamica,560
1600,300,3436,7.39588,Dinamica,51
6700,7000,6296,85.4164,Dinamica,913
2000,1900,3046,9.99958,Dinamica,50
2900,5900,4418,21.3651,Dinamica,262
3600,3100,4635,26.1926,Dinamica,1030
8400,6700,7822,254.343,Dinamica,486
5900,300,5984,61.2853,Dinamica,84
6200,2400,6478,71.2326,Dinamica,96
2200,9800,4150,7.86591,Dinamica,120
8500,600,7359,253.32,Dinamica,718
1600,4700,3181,6.66488,Dinamica,1754
4800,5300,6498,43.411,Dinamica,773
600,1800,1628,1.26015,Dinamica,241
2700,6600,4277,15.9178,Dinamica,1503
3500,5800,4730,24.3616,Dinamica,92
3700,3800,5362,22.4968,Dinamica,84
4500,8900,5079,35.6186,Dinamica,1256
3300,200,3868,20.4654,Dinamica,61
3700,400,5000,27.8199,Dinamica,580
7400,4200,6996,100.67,Dinamica,583
5100,3600,5876,46.6505,Dinamica,4742
5500,8800,6211,54.8516,Dinamica,1970
9200,5400,8266,360.231,Dinamica,815
7400,8000,6835,101.992,Dinamica,2714
9200,6600,7410,353.767,Dinamica,179
1100,5100,2725,2.07542,Dinamica,169
4100,300,4948,31.888,Dinamica,133
300,5100,1714,0.260304,Dinamica,641
4600,9700,5983,37.6866,Dinamica,4257
4600,900,5494,40.2279,Dinamica,1544
1000,2200,2835,2.58629,Dinamica,1227
7100,2000,6502,94.3263,Dinamica,1949
800,4000,2009,1.53655,Dinamica,545
7100,5100,6843,89.0325,Dinamica,100
5300,5300,6047,49.7384,Dinamica,758
2200,1700,3662,13.8415,Dinamica,875
7200,7200,6722,101.718,Dinamica,240
3000,700,4134,16.3788,Dinamica,226
7800,6900,6715,111.134,Dinamica,352
4300,1300,4926,33.7604,Dinamica,1108
7700,8700,7043,114.305,Dinamica,323
9800,10000,7956,450.994,Dinamica,474
9000,500,7102,322.542,Dinamica,279
200,400,1344,0.254505,Dinamica,217
2200,5900,3864,9.22496,Dinamica,989
8900,7500,7644,318.624,Dinamica,473
9900,4600,7921,473.426,Dinamica,196
2400,6000,3876,15.0616,Dinamica,809
6500,3700,6621,77.5517,Dinamica,154
5100,9100,5752,48.3807,Dinamica,1907
9500,1000,8019,419.784,Dinamica,567
4900,3000,5227,43.6369,Dinamica,1230
9000,7100,8051,321.645,Dinamica,116
9000,6400,8401,322.345,Dinamica,570
200,9600,1179,0.182948,Dinamica,257
2600,6100,3835,13.3037,Dinamica,2880
1500,1600,2969,3.11617,Dinamica,664
50,4700,403,0.083615,Dinamica,99
7400,9400,6906,99.6557,Dinamica,185
6400,300,6029,73.0631,Dinamica,194
7900,2800,7525,111.735,Dinamica,730
5500,9700,5771,55.8509,Dinamica,321
2500,500,3782,13.2219,Dinamica,4950
5500,2700,5681,56.5687,Dinamica,973
6400,4300,6903,72.2084,Dinamica,638
2800,5500,4092,14.5648,Dinamica,361
1000,600,2400,1.48997,Dinamica,194
2300,700,3688,9.70997,Dinamica,286
3400,3700,4766,20.813,Dinamica,137
7100,3400,7103,93.8109,Dinamica,190
9600,1000,7901,406.327,Dinamica,691
3000,8800,4219,19.1959,Dinamica,1459
900,4700,2657,2.46239,Dinamica,666
4700,8500,6207,40.8758,Dinamica,160
9300,200,6672,365.778,Dinamica,99
2100,6700,3552,8.00444,Dinamica,1080
1100,4100,2777,1.77068,Dinamica,2436
1000,400,1825,1.47968,Dinamica,172
4300,9300,5430,31.4674,Dinamica,84
5400,3800,6139,52.498,Dinamica,224
4300,9500,5718,36.9294,Dinamica,1823
4200,100,4223,33.2472,Dinamica,57
6800,3000,6433,85.7575,Dinamica,100
4700,3400,5597,43.3429,Dinamica,2660
6500,700,6415,75.58,Dinamica,498
400,9700,1628,0.353985,Dinamica,53
300,1500,1313,0.702145,Dinamica,246
3200,1100,4442,21.3939,Dinamica,459
1900,400,3129,8.71323,Dinamica,210
700,9200,2481,1.49873,Dinamica,993
50,7400,480,0.065974,Dinamica,26
7100,1900,6804,92.3214,Dinamica,242
9100,5500,7549,332.521,Dinamica,2424
9800,2400,8165,444.023,Dinamica,194
100,3000,770,0.07807,Dinamica,68
6100,6300,5735,68.3215,Dinamica,618
600,7500,2287,1.06674,Dinamica,511
3200,7900,4381,20.7375,Dinamica,530
1900,1200,3814,11.3852,Dinamica,85
1300,8200,3359,4.02653,Dinamica,1259
700,8900,2178,0.843513,Dinamica,283
2500,1800,4125,10.2793,Dinamica,140
2600,7800,3675,12.5252,Dinamica,2171
1800,2500,3575,4.65768,Dinamica,52
6500,9200,6409,76.27,Dinamica,688
8800,1100,7722,289.462,Dinamica,1588
9300,9700,8440,372.414,Dinamica,1057
1400,9600,3283,4.77125,Dinamica,477
4800,4600,5481,42.8811,Dinamica,1305
6000,2100,6875,66.0921,Dinamica,872
2600,6400,4795,15.2561,Dinamica,1207
1100,7600,2749,2.38251,Dinamica,449
7500,6500,6889,102.067,Dinamica,859
6100,6800,6126,72.2443,Dinamica,132
6000,2400,6165,67.7879,Dinamica,371
2600,9700,4809,16.68,Dinamica,263
9200,2500,7534,362.901,Dinamica,386
7200,9700,6903,106.129,Dinamica,867
4000,2800,5469,31.7567,Dinamica,173
4100,1200,5182,28.7593,Dinamica,94
8600,7000,7969,283.347,Dinamica,3969
6300,3100,6639,74.9386,Dinamica,2415
3100,300,4189,23.0941,Dinamica,189
1100,3200,2845,1.63912,Dinamica,531
2600,9600,4146,15.9912,Dinamica,897
1500,8700,3110,5.76176,Dinamica,176
4300,9000,4502,32.7854,Dinamica,2088
500,5400,1723,0.534394,Dinamica,289
3800,2900,5016,26.5869,Dinamica,425
9300,3100,8433,372.519,Dinamica,776
4500,3800,5190,37.8204,Dinamica,861
3000,8300,4701,18.4892,Dinamica,1299
1200,7100,3041,5.46565,Dinamica,250
1700,9100,3350,9.78486,Dinamica,1232
1800,8200,3731,8.21766,Dinamica,596
6400,2600,6540,74.9754,Dinamica,100
3800,3400,4929,28.5325,Dinamica,1723
5700,4200,5680,62.9927,Dinamica,578
3200,1000,4274,22.2231,Dinamica,1256
3900,9600,6139,28.44,Dinamica,350
4300,400,5261,36.5856,Dinamica,621
8300,3300,7110,131.627,Dinamica,295
3100,3800,4176,21.3981,Dinamica,1607
500,6200,2099,1.2659,Dinamica,198
1900,6200,3567,8.26257,Dinamica,1873
7000,4500,6573,88.165,Dinamica,768
8400,4600,6981,242.47,Dinamica,742
1400,6500,3325,4.26421,Dinamica,848
7100,6200,7232,93.9027,Dinamica,2498
2000,9300,3886,9.32368,Dinamica,258
6400,3800,7301,76.6276,Dinamica,2119
2700,2200,3993,18.2107,Dinamica,341
1800,6400,3237,7.94157,Dinamica,1067
8400,1900,7214,244.139,Dinamica,1605
6400,7900,6760,79.2237,Dinamica,393
5600,5500,5369,61.3359,Dinamica,887
700,100,2038,0.990489,Dinamica,29
4100,7200,5307,30.5015,Dinamica,1276
9200,5600,8358,358.692,Dinamica,1959
500,1500,1952,0.694249,Dinamica,304
3200,9200,4877,20.9613,Dinamica,1401
2200,8800,4053,10.4345,Dinamica,350
1400,2700,2818,2.53451,Dinamica,658
2800,2700,4837,13.6181,Dinamica,150
3800,9900,5404,25.7209,Dinamica,2113
9000,7000,7769,322.167,Dinamica,2879
5600,700,5428,59.0521,Dinamica,1061
2400,9900,4421,13.9425,Dinamica,887
8500,1200,7802,253.601,Dinamica,113
5900,2200,5573,64.2871,Dinamica,1027
5800,6300,5903,62.1472,Dinamica,795
7400,7900,6653,97.7052,Dinamica,126
3900,4800,5176,27.8931,Dinamica,541
2300,4000,3949,12.071,Dinamica,349
1400,900,3067,4.26265,Dinamica,39
400,6500,1595,0.718525,Dinamica,171
2000,8100,3376,11.6915,Dinamica,2633
100,50,860,0.07577,Dinamica,56
7600,1100,7451,101.786,Dinamica,255
1700,8400,3520,7.0997,Dinamica,301
9300,9900,8034,369.747,Dinamica,161
5400,3300,6175,53.4894,Dinamica,1332
900,3800,1894,2.68573,Dinamica,1170
7500,7200,7196,101.024,Dinamica,124
4000,4800,5606,28.6001,Dinamica,125
2700,8300,4356,15.7426,Dinamica,210
2300,9900,4153,13.9789,Dinamica,538
6000,7800,5805,64.9784,Dinamica,223
5800,100,4671,63.8311,Dinamica,64
9400,5900,8539,389.849,Dinamica,1743
7100,5600,7728,89.9245,Dinamica,520
1800,8900,3939,8.96458,Dinamica,481
3900,4900,4637,28.9044,Dinamica,232
7000,9100,7213,85.8135,Dinamica,1404
1000,2700,2465,1.79683,Dinamica,1497
6900,5900,6751,83.7311,Dinamica,2360
3600,5200,4849,26.1118,Dinamica,722
4200,500,5415,35.9242,Dinamica,1780
4700,6300,5971,41.9471,Dinamica,2121
6800,4000,7205,85.3232,Dinamica,1248
8800,2800,7673,289.994,Dinamica,403
6600,3400,6027,79.1431,Dinamica,1741
6600,8400,6392,81.3974,Dinamica,646
2800,8600,4650,15.9329,Dinamica,117
5300,800,5363,53.1638,Dinamica,377
6800,7500,7469,85.0402,Dinamica,2078
3200,10000,4328,23.1891,Dinamica,469
1800,800,3082,8.04819,Dinamica,411
9800,8100,8632,451.194,Dinamica,528
9000,5800,8130,324.347,Dinamica,214
7300,400,7441,95.0184,Dinamica,959
8900,8900,7116,317.579,Dinamica,717
4900,6000,6386,43.4625,Dinamica,207
10000,800,7376,481.958,Dinamica,637
700,5500,2542,1.38574,Dinamica,335
5400,2400,5863,49.7174,Dinamica,124
9800,3400,7957,448.032,Dinamica,120
3200,3800,4107,18.4526,Dinamica,418
4600,4700,4771,41.6038,Dinamica,323
7700,2800,6670,115.56,Dinamica,100
600,5500,1870,1.34101,Dinamica,78
6100,1200,6254,70.2104,Dinamica,1124
8900,2800,7101,319.381,Dinamica,2028
8600,4100,7109,283.764,Dinamica,108
200,3500,952,0.246092,Dinamica,15
3700,4200,5120,26.1663,Dinamica,1295
4900,800,5889,42.4536,Dinamica,90
2500,800,4596,12.8259,Dinamica,888
8200,9200,7400,126.894,Dinamica,398
1100,100,2886,1.75229,Dinamica,43
5000,8700,5422,43.0876,Dinamica,1313
1300,3000,2755,4.07309,Dinamica,177
400,100,1519,0.352563,Dinamica,202
1800,5900,3509,4.65778,Dinamica,1057
9900,100,6123,473.917,Dinamica,81
1000,7800,2479,3.55981,Dinamica,219
5500,10000,6118,55.7708,Dinamica,692
3500,1800,4893,20.7049,Dinamica,82
1700,200,3017,4.76081,Dinamica,46
500,100,1787,0.602386,Dinamica,629
700,8600,1848,1.30804,Dinamica,36
5100,4000,6036,47.8535,Dinamica,475
3400,6300,4629,21.6955,Dinamica,1166
9500,6200,7732,419.399,Dinamica,1085
7500,2900,7009,101.928,Dinamica,1402
5800,3800,6251,63.7554,Dinamica,859
8000,2200,7069,117.48,Dinamica,699
8000,4100,7644,117.31,Dinamica,1866
2500,5300,3915,13.4016,Dinamica,291
8200,3400,7212,127.35,Dinamica,1271
50,3400,664,0.061931,Dinamica,60
6800,1300,6667,82.803,Dinamica,307
3900,7300,5260,27.9144,Dinamica,699
9300,3000,8094,364.121,Dinamica,255
1800,5700,3325,5.96518,Dinamica,1263
7400,1600,7018,96.8482,Dinamica,490
8500,9800,7294,249.549,Dinamica,1118
1700,5700,3376,8.30527,Dinamica,72
2400,7600,4055,13.5898,Dinamica,1523
5100,9400,5917,45.8076,Dinamica,569
9300,2100,7686,369.043,Dinamica,377
50,2200,562,0.063686,Dinamica,180
9200,5300,8639,358.469,Dinamica,2069
5200,2800,5845,47.9388,Dinamica,185
8400,3700,7504,250.206,Dinamica,1178
6400,8100,6623,75.6067,Dinamica,3196
9000,6700,8118,322.547,Dinamica,1968
3200,8500,4681,19.1753,Dinamica,462
3400,900,4749,22.7299,Dinamica,1972
8900,1100,6841,318.386,Dinamica,865
1100,3400,2522,3.52631,Dinamica,138
5100,4200,5499,46.8794,Dinamica,129
9800,9100,7515,445.932,Dinamica,2828
2100,8200,3679,9.78858,Dinamica,525
3600,1900,4701,28.3112,Dinamica,399
1500,5400,3024,4.23185,Dinamica,126
4000,8300,4767,30.0886,Dinamica,1883
1600,1000,3367,4.29885,Dinamica,887
6900,5000,7220,85.9419,Dinamica,795
3500,500,4589,26.0666,Dinamica,634
6200,6800,7281,69.6487,Dinamica,1330
6000,9000,6528,67.5584,Dinamica,478
7800,1900,6307,111.326,Dinamica,816
9700,1700,7486,437.411,Dinamica,119
900,7400,2473,2.02209,Dinamica,42
7700,6000,6970,113.237,Dinamica,1666
9700,2700,8839,436.887,Dinamica,727
2600,2400,4258,19.3105,Dinamica,553
5300,3800,6809,51.5957,Dinamica,113
6100,500,6400,70.6645,Dinamica,395
6400,2900,6832,74.9576,Dinamica,126
8200,5400,7681,126.386,Dinamica,599
2400,8000,3817,15.3628,Dinamica,57
3200,4200,4432,21.8403,Dinamica,153
3800,400,5158,24.2464,Dinamica,798
3400,9700,5018,19.996,Dinamica,816
3800,5900,5066,27.6827,Dinamica,707
1800,300,3833,6.29997,Dinamica,402
9600,7200,7751,401.913,Dinamica,1589
9200,8100,8191,356.445,Dinamica,122
2500,7300,4300,16.4473,Dinamica,128
9100,4900,8357,330.466,Dinamica,1285
9700,5900,8125,443.469,Dinamica,510
7000,2100,6600,87.3004,Dinamica,106
4800,8400,5751,44.8605,Dinamica,1278
3000,600,4872,20.3035,Dinamica,1400
5800,4000,6267,64.5508,Dinamica,576
4800,4500,5397,40.9966,Dinamica,529
1600,5700,3408,6.05829,Dinamica,211
4200,1000,5066,30.2669,Dinamica,257
4400,7500,5792,35.6808,Dinamica,297
3100,3500,4458,19.9821,Dinamica,331
5000,9200,5608,47.2166,Dinamica,974
1500,9200,3753,5.8914,Dinamica,89
9900,400,7962,472.733,Dinamica,112
500,9100,1830,0.876267,Dinamica,57
7200,8500,6849,103.096,Dinamica,121
9000,100,5777,328.225,Dinamica,83
1200,7400,2565,3.91063,Dinamica,1437
9600,900,8057,402.496,Dinamica,1127
1500,900,3289,4.45915,Dinamica,771
5100,8400,5873,46.6114,Dinamica,217
10000,6500,8253,484.567,Dinamica,1687
8000,9900,7453,113.686,Dinamica,4769
6000,9300,5919,65.0906,Dinamica,1099
8500,1100,7491,249.617,Dinamica,109
8700,4400,7422,287.129,Dinamica,2460
6900,400,6813,87.3939,Dinamica,99
2400,2600,4016,12.6405,Dinamica,140
8100,500,6788,119.319,Dinamica,110
8900,3000,7756,315.453,Dinamica,1260
8400,8500,7727,245.701,Dinamica,770
8800,6200,8250,294.373,Dinamica,2589
8300,3700,7701,127.943,Dinamica,1106
8600,6300,7170,279.097,Dinamica,883
5400,9200,5822,52.3005,Dinamica,1870
5700,6500,6228,61.4503,Dinamica,342
1700,7200,3134,7.67808,Dinamica,634
6200,7400,6907,71.4321,Dinamica,1604
2200,6500,3532,11.4942,Dinamica,1019
7100,3600,6307,92.1138,Dinamica,1433
9700,3700,7835,436.41,Dinamica,177
7400,1900,6814,97.2715,Dinamica,938
1300,3800,2735,3.65217,Dinamica,309
1600,2100,3241,4.84449,Dinamica,421
