n,W,b,Tiempo,Metodo,nodo
7200,1500,6213,101.234,Dinamica,258
7700,2700,7061,112.694,Dinamica,738
6300,5100,6455,76.2688,Dinamica,836
3000,5800,4334,16.0741,Dinamica,557
4100,8500,5428,30.3542,Dinamica,80
1100,10000,2806,1.94477,Dinamica,194
3400,1200,5549,22.1031,Dinamica,411
2200,9100,4250,14.9709,Dinamica,72
5500,1400,5459,56.1508,Dinamica,1260
2900,4900,4172,19.7468,Dinamica,1305
8000,2000,7425,118.355,Dinamica,1039
4100,800,5218,32.4288,Dinamica,461
8800,6900,7105,293.904,Dinamica,1037
7700,7900,6588,116.303,Dinamica,102
7100,300,6634,90.4211,Dinamica,120
200,2100,864,0.250393,Dinamica,87
1900,5100,2551,5.22632,Dinamica,57
7100,800,6453,93.0106,Dinamica,564
7300,2400,6638,96.7636,Dinamica,1658
7600,2000,6866,104.81,Dinamica,172
9500,5400,8079,418.288,Dinamica,2368
300,2300,1533,0.509218,Dinamica,810
3200,1900,4591,23.3381,Dinamica,943
9900,3800,8364,478.192,Dinamica,1389
900,7100,2119,2.54263,Dinamica,46
4000,1900,5728,30.4571,Dinamica,260
8000,7500,7451,116.427,Dinamica,179
6000,7300,6144,65.2936,Dinamica,566
2100,600,3855,8.16721,Dinamica,660
1300,5800,2919,3.20314,Dinamica,449
4400,6200,5859,33.4544,Dinamica,1816
1000,6000,2635,1.88691,Dinamica,904
9100,9900,8121,330.845,Dinamica,2296
6200,1100,6633,72.2587,Dinamica,629
4900,4900,4857,44.3256,Dinamica,1082
7900,9800,7225,115.784,Dinamica,2475
8100,4800,6733,119.119,Dinamica,807
800,400,2451,1.90592,Dinamica,828
6200,1600,6376,71.6292,Dinamica,91
1800,8600,3402,9.34253,Dinamica,822
7600,5000,8025,102.288,Dinamica,2088
6700,5800,6925,86.977,Dinamica,261
7500,7300,7187,100.907,Dinamica,776
9500,9100,7546,418.584,Dinamica,2545
10000,9600,7334,480.131,Dinamica,1653
7000,400,6919,89.4915,Dinamica,205
7200,10000,7500,100.07,Dinamica,607
2100,5000,3353,7.22694,Dinamica,1807
8300,5100,7624,125.796,Dinamica,693
800,3600,2496,2.7068,Dinamica,699
9800,6700,8402,446.075,Dinamica,1237
7900,600,6630,112.683,Dinamica,261
9600,5200,8014,402.096,Dinamica,892
9900,8300,7448,473.48,Dinamica,1447
4200,2800,4671,34.146,Dinamica,74
4700,7900,5786,39.8151,Dinamica,202
500,4000,2061,1.27899,Dinamica,259
9800,5600,8365,440.719,Dinamica,817
7400,2800,6969,99.215,Dinamica,503
3200,8800,4959,21.4417,Dinamica,830
5700,4100,6213,59.7308,Dinamica,815
6600,6100,6812,77.8164,Dinamica,946
8000,700,7471,113.526,Dinamica,730
5700,1000,6343,61.5264,Dinamica,117
6000,3700,5562,65.6085,Dinamica,839
2200,5800,4161,13.1436,Dinamica,142
6500,7500,6359,78.8462,Dinamica,97
5800,9300,6314,60.4951,Dinamica,898
8900,5700,8305,319.501,Dinamica,2181
5700,9300,5616,61.6388,Dinamica,550
9900,3900,8021,469.286,Dinamica,1597
200,6800,1175,0.228801,Dinamica,359
4900,3300,5762,43.6953,Dinamica,2406
6300,500,5792,74.0275,Dinamica,166
7400,1800,6989,99.5125,Dinamica,2282
7000,9500,5999,88.8837,Dinamica,573
1000,9700,2659,2.14609,Dinamica,427
9000,8300,8370,320.306,Dinamica,2060
4500,5500,5303,38.3792,Dinamica,124
6700,5100,7312,87.31,Dinamica,108
200,3900,912,0.248505,Dinamica,408
9500,1800,8001,422.105,Dinamica,460
9900,2000,7507,476.012,Dinamica,186
4400,3600,5393,36.7235,Dinamica,948
900,2000,2687,2.67082,Dinamica,120
8400,7600,7631,245.429,Dinamica,2423
400,2400,1622,0.43629,Dinamica,767
2000,9800,3923,10.4647,Dinamica,63
8300,1900,7338,127.533,Dinamica,142
4300,8300,5564,34.3004,Dinamica,824
1500,6500,3428,2.98044,Dinamica,627
1300,700,2775,2.4265,Dinamica,585
7700,3200,7128,113.498,Dinamica,1398
7000,8600,7039,88.4563,Dinamica,105
3200,7600,4281,20.817,Dinamica,506
500,5600,2657,0.982632,Dinamica,412
5000,5500,5201,42.5381,Dinamica,2191
6900,9800,6620,87.3398,Dinamica,514
2900,9200,4751,17.2312,Dinamica,568
4400,5500,5323,38.1697,Dinamica,81
8400,3800,7796,243.251,Dinamica,428
6200,3500,5917,70.5904,Dinamica,259
700,1800,1729,2.20714,Dinamica,307
5000,5400,6072,46.9877,Dinamica,1011
6800,4800,6603,85.0204,Dinamica,2855
7300,9300,6083,96.8129,Dinamica,2471
1900,50,2709,9.34305,Dinamica,37
5800,1400,6117,63.8854,Dinamica,271
7000,6000,6296,87.8152,Dinamica,627
7200,2500,8048,100.882,Dinamica,3608
7500,4200,7173,101.374,Dinamica,794
1700,3700,3414,7.58353,Dinamica,855
4300,2900,5597,37.13,Dinamica,145
6300,200,4949,73.3026,Dinamica,238
6300,7600,6286,75.3997,Dinamica,1132
100,5400,670,0.081822,Dinamica,260
3600,7100,5391,25.665,Dinamica,382
3400,6400,5721,22.841,Dinamica,90
6200,900,6687,68.7574,Dinamica,1307
5200,6300,5917,47.9297,Dinamica,1089
4400,7700,5409,35.5907,Dinamica,1088
2700,8700,4696,16.6176,Dinamica,469
7400,7800,7758,95.8762,Dinamica,541
6900,8300,7380,85.559,Dinamica,1252
3700,6500,4987,28.0542,Dinamica,2679
5800,1600,5784,63.5495,Dinamica,378
6600,4400,6767,82.3359,Dinamica,430
9900,5200,8397,476.436,Dinamica,660
5600,7900,6287,59.5179,Dinamica,157
6900,7900,6406,88.9398,Dinamica,145
400,5100,1720,0.555229,Dinamica,349
2500,8800,4289,13.2824,Dinamica,230
9400,7600,8091,390.76,Dinamica,600
2900,3800,4181,17.757,Dinamica,59
8800,10000,7614,293.78,Dinamica,195
3500,3700,4810,25.2541,Dinamica,2045
3100,2600,4791,20.6582,Dinamica,339
6800,10000,5888,84.4325,Dinamica,507
4600,5100,5678,39.9775,Dinamica,2005
9800,500,7336,441.739,Dinamica,388
7500,7100,7218,102.225,Dinamica,1273
9400,1600,8956,389.288,Dinamica,1568
5100,600,5846,48.4001,Dinamica,645
7900,1500,7022,116.815,Dinamica,110
50,4400,403,0.076688,Dinamica,33
3200,6500,5366,18.7822,Dinamica,2193
7500,4900,7014,100.733,Dinamica,2765
1600,3200,3516,5.03201,Dinamica,1336
6200,4500,5756,72.5492,Dinamica,1601
9500,600,7617,420.684,Dinamica,131
6400,2300,6865,73.3411,Dinamica,415
9600,100,5804,402.74,Dinamica,78
3800,9000,5033,28.303,Dinamica,206
8900,9400,8052,319.754,Dinamica,486
2000,400,3634,9.32569,Dinamica,55
4700,5700,6495,42.1445,Dinamica,762
800,1100,2346,2.02038,Dinamica,583
7700,300,7123,113.338,Dinamica,98
6600,7700,6008,81.5136,Dinamica,186
2000,1200,3272,8.07654,Dinamica,719
1000,3000,2325,1.69366,Dinamica,1383
8000,5500,7419,117.483,Dinamica,963
3400,6500,4584,24.3808,Dinamica,3710
6100,9200,6066,68.3612,Dinamica,115
4700,7800,5238,38.7625,Dinamica,1083
4200,2600,5164,32.9614,Dinamica,760
700,4500,2022,1.97211,Dinamica,940
5200,8800,5289,50.5828,Dinamica,460
900,5900,2308,3.25769,Dinamica,106
2400,500,3652,13.3721,Dinamica,531
5600,800,6003,56.3801,Dinamica,92
7000,8100,6460,89.256,Dinamica,939
6900,9600,7666,87.9481,Dinamica,1188
100,5800,872,0.098017,Dinamica,166
1600,2500,3458,6.59994,Dinamica,537
9200,7700,8114,364.798,Dinamica,1216
5700,800,6050,62.9973,Dinamica,478
2400,4800,4549,13.4194,Dinamica,686
500,8400,2043,1.03759,Dinamica,38
800,5200,2433,1.80796,Dinamica,196
3200,9100,4621,21.4145,Dinamica,76
2800,7200,4205,13.5206,Dinamica,71
7900,6600,7341,112.766,Dinamica,285
5900,3000,5915,65.89,Dinamica,129
5200,6600,5600,49.8569,Dinamica,2827
2700,9400,4080,12.6418,Dinamica,1351
6100,3300,6535,66.9158,Dinamica,3381
8500,5800,7316,253.282,Dinamica,233
5300,8000,6499,49.8003,Dinamica,1749
2500,2700,4900,12.5438,Dinamica,1068
1900,800,3130,5.85405,Dinamica,160
1000,4300,2654,1.4323,Dinamica,778
6000,8700,6474,65.0558,Dinamica,3726
7500,7800,7257,103.672,Dinamica,2079
7200,7700,7546,103.538,Dinamica,1499
6600,9100,7000,79.3526,Dinamica,1055
2900,6200,4471,21.0537,Dinamica,1956
1100,9200,2864,3.19666,Dinamica,407
6500,2300,7353,76.8295,Dinamica,500
6800,8600,6957,81.6531,Dinamica,1402
3700,7700,5039,24.1265,Dinamica,659
8100,6600,7550,121.076,Dinamica,2339
300,2800,1226,0.452367,Dinamica,96
8900,5900,7633,320.549,Dinamica,911
3300,1400,4806,23.3189,Dinamica,237
2500,3700,4607,15.8725,Dinamica,219
3500,7900,4204,24.3335,Dinamica,978
9800,6600,7944,449.237,Dinamica,450
4200,8700,5399,33.7733,Dinamica,165
8200,3700,8683,124.7,Dinamica,674
100,4600,669,0.078532,Dinamica,104
1800,9700,3663,7.93802,Dinamica,51
7800,9500,7269,113.053,Dinamica,2435
4700,200,5174,42.4662,Dinamica,87
5900,9200,6095,60.9977,Dinamica,960
1200,1000,2823,1.86603,Dinamica,551
2100,2100,4147,7.54483,Dinamica,900
8000,3700,7003,116.912,Dinamica,1000
4300,900,5232,35.7085,Dinamica,2718
5400,1100,5831,49.8819,Dinamica,1082
9800,8900,8091,454.202,Dinamica,451
400,4600,1540,0.717359,Dinamica,46
3900,8200,5358,29.335,Dinamica,108
9300,6100,7533,369.224,Dinamica,1111
3100,3300,3667,23.3542,Dinamica,454
9900,3300,8340,474.323,Dinamica,906
500,8000,1379,1.13674,Dinamica,637
1000,500,2413,2.7332,Dinamica,238
6100,4100,6271,68.3063,Dinamica,2361
3700,6000,4947,23.2022,Dinamica,472
6200,9700,6317,69.9934,Dinamica,102
5300,8500,6591,52.4063,Dinamica,1624
1900,8200,3585,9.73948,Dinamica,203
7200,2900,6594,103.2,Dinamica,670
2700,200,3481,15.5737,Dinamica,69
8400,8800,7784,244.469,Dinamica,1765
8500,3900,7593,253.976,Dinamica,2458
1500,7000,2839,5.94276,Dinamica,944
200,600,1321,0.422824,Dinamica,301
5400,8600,5760,52.6613,Dinamica,353
2800,5100,4407,18.232,Dinamica,1013
1100,200,2511,2.88124,Dinamica,34
1100,1500,2690,2.47172,Dinamica,78
2400,3800,4250,13.0689,Dinamica,167
900,600,2523,2.39119,Dinamica,95
900,100,2235,3.81549,Dinamica,101
1700,1500,3617,5.30935,Dinamica,54
400,6000,1641,0.83219,Dinamica,137
6500,9600,6701,75.3784,Dinamica,223
9300,5700,8007,366.405,Dinamica,1343
3400,5700,5217,23.1624,Dinamica,439
9100,100,6326,328.645,Dinamica,85
2800,8200,4160,16.7099,Dinamica,527
2800,700,4593,17.8492,Dinamica,75
5000,4100,5265,47.5601,Dinamica,1867
9700,300,7043,438.432,Dinamica,97
2900,1000,4644,18.6241,Dinamica,1154
8700,6000,7408,288.485,Dinamica,153
2600,5000,3964,19.2017,Dinamica,283
7400,3800,6928,96.2352,Dinamica,2173
2800,2400,4381,17.5419,Dinamica,716
7900,6400,6901,113.558,Dinamica,1778
5500,6700,6654,56.2381,Dinamica,774
1000,7000,2423,1.45362,Dinamica,682
1500,2500,3372,4.31388,Dinamica,2617
8500,9100,6915,251.034,Dinamica,267
50,8700,410,0.075829,Dinamica,98
5000,2900,5373,44.4022,Dinamica,75
7300,9900,6306,104.521,Dinamica,2457
3100,3200,4593,20.6372,Dinamica,1077
6500,4900,6226,78.4235,Dinamica,2169
7500,8900,7533,102.66,Dinamica,213
5000,2100,5609,45.9539,Dinamica,142
5800,2000,6064,61.1374,Dinamica,2356
8700,800,6848,286.045,Dinamica,103
3100,4200,4535,20.6703,Dinamica,986
1400,3600,2990,5.93218,Dinamica,267
8400,700,7358,247.526,Dinamica,262
6300,2300,6103,73.4395,Dinamica,400
3500,9800,5256,25.0745,Dinamica,785
9800,5300,8175,448.977,Dinamica,1051
8500,7900,7502,250.394,Dinamica,115
9200,6800,8666,356.796,Dinamica,1698
3200,2600,4147,22.0329,Dinamica,530
4900,6700,5991,44.7552,Dinamica,843
4500,5300,5342,39.1203,Dinamica,430
1700,2300,3485,6.14014,Dinamica,1614
6900,4700,7192,88.1984,Dinamica,770
5100,100,4383,47.553,Dinamica,86
5600,3200,5501,60.328,Dinamica,541
4800,9100,5713,43.4135,Dinamica,2242
8900,8700,7741,313.89,Dinamica,1660
800,2600,2047,1.89194,Dinamica,727
9100,400,6772,327.92,Dinamica,125
7400,9800,6758,99.2863,Dinamica,698
7400,6700,7121,99.5475,Dinamica,2604
5900,8900,5764,65.6369,Dinamica,953
9100,4300,7612,333.734,Dinamica,958
2600,2700,4006,15.2717,Dinamica,317
300,8700,1221,0.527645,Dinamica,26
5700,400,5989,58.1685,Dinamica,277
2200,3700,3711,10.4648,Dinamica,698
7200,2100,7028,98.2093,Dinamica,503
7600,7800,7089,101.564,Dinamica,113
2800,7400,4448,16.7767,Dinamica,461
2000,2600,3394,9.9869,Dinamica,1551
7000,7500,6666,89.384,Dinamica,205
3300,9100,4246,22.227,Dinamica,1686
300,8300,1699,0.940375,Dinamica,599
7600,900,6972,103.658,Dinamica,497
8400,8100,8015,244.716,Dinamica,1014
5100,4300,6601,47.4304,Dinamica,700
5100,6100,5333,47.5625,Dinamica,423
400,5200,1471,0.54566,Dinamica,597
3500,5200,5186,25.9674,Dinamica,296
50,700,546,0.047892,Dinamica,128
9500,9200,7973,423.666,Dinamica,129
6800,6600,6352,83.4221,Dinamica,1559
5600,4100,5541,57.9618,Dinamica,789
3800,7700,4971,27.3327,Dinamica,400
3500,8000,5083,24.5561,Dinamica,228
3400,2000,3899,23.4899,Dinamica,1576
3400,8700,5160,25.5514,Dinamica,1498
2200,2000,3564,11.7741,Dinamica,3036
6300,5200,6390,74.4685,Dinamica,2777
4200,1200,5388,35.0139,Dinamica,2185
400,6800,1826,0.682661,Dinamica,62
300,6900,1573,0.513753,Dinamica,316
8300,1200,6601,129.731,Dinamica,103
3200,2700,4676,20.3826,Dinamica,70
50,5500,578,0.044915,Dinamica,42
9100,3400,7268,335.24,Dinamica,1291
5400,3200,6079,56.3594,Dinamica,236
3400,1500,5223,23.2813,Dinamica,1246
7900,5200,6961,112.065,Dinamica,1259
8900,6200,7682,319.486,Dinamica,1299
6700,6700,7088,85.663,Dinamica,162
7400,4400,7072,101.19,Dinamica,234
4400,8700,4598,38.5209,Dinamica,1172
700,7900,2086,0.887725,Dinamica,275
9000,5700,7823,321.942,Dinamica,1544
8800,8400,7801,298.163,Dinamica,1204
1500,1900,2886,3.6577,Dinamica,273
5600,2300,6293,56.5036,Dinamica,631
2900,6300,4918,20.1875,Dinamica,734
10000,4300,8237,479.218,Dinamica,4285
8400,4100,7677,246.208,Dinamica,803
7700,4300,6746,114.733,Dinamica,423
5300,3200,5968,49.8761,Dinamica,1160
8100,4900,7260,121.46,Dinamica,1228
5600,8500,6400,60.1009,Dinamica,144
9000,9500,8256,323.407,Dinamica,890
9700,8800,8527,441.095,Dinamica,427
1400,9000,2859,4.44771,Dinamica,368
300,3200,1279,0.380262,Dinamica,588
4900,200,5220,45.8608,Dinamica,195
1100,7200,2924,2.74755,Dinamica,984
1700,3900,3179,6.75935,Dinamica,1030
2000,2300,3690,11.1271,Dinamica,267
4600,3400,5167,38.1357,Dinamica,1844
9100,8200,8098,330.443,Dinamica,4068
7900,5300,7276,114.793,Dinamica,682
3800,8800,5763,28.3763,Dinamica,147
9300,50,4543,366.96,Dinamica,50
7300,1000,7312,97.9116,Dinamica,117
8700,4600,7702,288.894,Dinamica,1419
6700,2000,6059,86.2399,Dinamica,176
7700,1000,6804,114.658,Dinamica,258
7000,10000,6573,90.3044,Dinamica,1445
9200,3800,7340,357.686,Dinamica,1499
2500,600,3670,15.6677,Dinamica,76
8000,5400,6731,116.709,Dinamica,1724
3300,7600,4691,19.6614,Dinamica,140
2100,1400,3764,6.77962,Dinamica,911
2500,9500,3516,12.301,Dinamica,579
4600,1200,4933,38.5134,Dinamica,233
7300,3400,7911,98.6727,Dinamica,2248
3700,5600,4120,28.5059,Dinamica,3031
4100,2200,5338,32.4919,Dinamica,627
1500,3300,3126,4.63801,Dinamica,472
1600,2700,3063,7.0637,Dinamica,374
2600,8900,4555,18.8452,Dinamica,356
4600,8700,5803,40.3947,Dinamica,1070
8500,9200,7713,252.137,Dinamica,907
8600,10000,6858,280.634,Dinamica,1998
5900,200,5831,63.3554,Dinamica,940
3600,2800,4917,27.95,Dinamica,1030
8200,2800,7485,128.054,Dinamica,184
4100,7800,4846,34.105,Dinamica,2592
5700,8800,6705,59.2825,Dinamica,365
8600,3100,7587,278.854,Dinamica,154
5600,1900,4842,55.9242,Dinamica,95
7000,2300,6076,88.3006,Dinamica,1028
7900,3200,7415,116.254,Dinamica,1548
6100,4900,6594,68.6733,Dinamica,701
1400,1200,3220,4.30574,Dinamica,163
9500,3100,7493,418.093,Dinamica,161
6400,8000,6681,76.4954,Dinamica,430
1300,3300,3145,3.71868,Dinamica,422
8900,9600,7452,318.892,Dinamica,718
6000,2700,6251,64.664,Dinamica,765
8400,2500,7436,242.994,Dinamica,943
2200,3800,3873,12.8418,Dinamica,200
6700,1400,6911,85.5734,Dinamica,487
3400,4100,4519,23.8202,Dinamica,3364
200,1600,1232,0.206646,Dinamica,296
8800,3100,7489,289.361,Dinamica,2144
4200,6200,5359,34.3312,Dinamica,142
3900,1900,4605,26.2496,Dinamica,2785
7400,200,5541,97.9151,Dinamica,82
2500,9900,4141,16.9637,Dinamica,1494
1100,9900,2643,2.16204,Dinamica,942
6200,5000,6581,69.853,Dinamica,242
5900,5300,6786,64.4496,Dinamica,103
3600,4400,5343,27.2907,Dinamica,593
7600,4700,7198,106.773,Dinamica,357
1700,3400,3122,6.29802,Dinamica,495
4100,6400,5398,33.3176,Dinamica,503
6900,1100,7009,87.0627,Dinamica,882
1200,4400,2829,3.13741,Dinamica,428
8300,8100,7765,127.387,Dinamica,267
6900,3100,6182,85.4684,Dinamica,502
8000,7400,6574,114.612,Dinamica,2962
2700,4500,3848,16.7257,Dinamica,55
5400,4500,6488,53.2888,Dinamica,748
1800,4700,3148,6.90763,Dinamica,684
1400,1900,2763,4.426,Dinamica,93
9800,5800,7594,446.195,Dinamica,2396
6500,8900,6261,77.4446,Dinamica,781
3000,1800,4701,19.2062,Dinamica,117
4700,2700,5868,40.9139,Dinamica,3688
8800,7600,8052,297.096,Dinamica,4672
700,9800,2248,1.13887,Dinamica,67
3100,7500,4195,22.4323,Dinamica,227
6900,2700,6661,84.1527,Dinamica,169
1600,8800,3304,6.24656,Dinamica,275
800,7400,1986,2.26837,Dinamica,948
4300,100,4138,34.9278,Dinamica,56
400,7800,1524,0.390869,Dinamica,492
200,9700,1506,0.129601,Dinamica,138
10000,5400,7808,479.885,Dinamica,2814
3100,8200,4547,21.7243,Dinamica,934
3600,5300,4466,28.4909,Dinamica,3122
10000,3700,8479,480.18,Dinamica,3662
9900,8000,7710,473.581,Dinamica,159
2600,1100,4114,17.5605,Dinamica,317
8400,3400,7240,243.141,Dinamica,108
1400,5100,3058,4.28843,Dinamica,897
3200,1500,4269,22.6516,Dinamica,565
4300,8200,5742,35.3816,Dinamica,386
7800,4800,7248,110.196,Dinamica,161
5100,4700,5351,46.5076,Dinamica,162
300,5600,1471,0.439611,Dinamica,486
6700,1700,6940,83.0371,Dinamica,337
1400,1300,2834,5.63901,Dinamica,1126
3600,6500,4899,26.5766,Dinamica,73
7800,3000,6413,109.946,Dinamica,679
5700,6800,6545,58.6335,Dinamica,1127
800,7300,2206,1.70211,Dinamica,122
2500,5000,3965,16.261,Dinamica,2016
2700,8600,4030,14.99,Dinamica,639
3800,6300,4677,27.8187,Dinamica,1054
4500,5900,5793,40.5929,Dinamica,724
6300,6400,6627,71.6179,Dinamica,1411
4900,2300,5779,44.7611,Dinamica,560
4300,5300,5314,32.2896,Dinamica,2047
9200,9900,8646,355.666,Dinamica,642
5300,1500,5829,50.4978,Dinamica,936
8200,4700,7148,128.376,Dinamica,493
4900,1000,5626,43.1941,Dinamica,1745
9200,6300,7819,355.181,Dinamica,368
5200,500,5912,50.1928,Dinamica,1317
9000,7400,7725,322.922,Dinamica,739
7000,2600,6612,88.4872,Dinamica,97
9300,1700,7865,369.18,Dinamica,121
9600,9400,8441,400.604,Dinamica,1150
5900,2100,6239,63.8222,Dinamica,1245
1000,3600,2531,3.59502,Dinamica,491
5600,5700,6026,59.0169,Dinamica,457
3600,9400,4933,24.0834,Dinamica,2663
7100,5400,7338,92.9764,Dinamica,106
7000,5600,6032,90.1385,Dinamica,146
8500,1600,7588,259.534,Dinamica,175
3000,7700,4794,17.4484,Dinamica,3265
8700,2400,6842,284.731,Dinamica,129
8600,9600,7199,278.896,Dinamica,2151
200,7100,1245,0.22225,Dinamica,21
1000,5100,2664,3.675,Dinamica,1096
3600,2600,4457,27.215,Dinamica,488
6900,7400,7800,85.9172,Dinamica,107
6700,9200,6698,88.5076,Dinamica,169
4500,200,5126,40.8202,Dinamica,81
6500,5700,7114,78.7428,Dinamica,2411
4700,1000,5647,40.1743,Dinamica,218
7300,2300,6525,99.453,Dinamica,1905
500,8300,1918,0.845822,Dinamica,121
6400,6600,6540,74.6486,Dinamica,1281
200,4500,1001,0.287404,Dinamica,142
4400,4200,5874,37.6624,Dinamica,440
1300,3100,2777,3.2249,Dinamica,45
4900,3400,6475,42.9065,Dinamica,1237
8600,6100,7968,277.798,Dinamica,332
10000,9200,8809,478.078,Dinamica,1612
1000,2300,2973,1.41581,Dinamica,1002
4400,9400,5352,33.6837,Dinamica,950
8800,3600,7330,295.155,Dinamica,1108
2800,3100,3645,18.9177,Dinamica,129
6200,3400,5401,72.6425,Dinamica,2247
600,5800,1970,1.60109,Dinamica,1112
8300,6200,7702,127.436,Dinamica,1630
7700,5500,7438,111.086,Dinamica,799
100,3300,880,0.090876,Dinamica,91
2300,800,3533,9.13686,Dinamica,698
9800,1200,8299,453.196,Dinamica,136
2900,9900,4338,20.0207,Dinamica,950
7000,7000,6740,90.0119,Dinamica,465
600,6900,2006,1.06998,Dinamica,358
9800,4400,8736,447.955,Dinamica,838
4200,1600,6084,32.5218,Dinamica,1061
7100,8500,6053,90.8818,Dinamica,1361
6000,4900,6983,67.3149,Dinamica,631
4900,3800,5553,43.6649,Dinamica,564
9400,6100,7615,391.62,Dinamica,120
7000,8400,7046,89.2272,Dinamica,128
10000,5900,8034,479.758,Dinamica,2955
4100,5400,5253,33.8535,Dinamica,2737
9400,3800,7909,387.534,Dinamica,121
7700,9900,7157,115.121,Dinamica,1321
3500,1100,4986,26.0402,Dinamica,943
9500,1600,7496,420.754,Dinamica,120
4400,9600,5138,38.5921,Dinamica,124
7800,8300,7727,109.823,Dinamica,1647
10000,4000,8416,482.004,Dinamica,708
2200,1100,3634,12.3767,Dinamica,131
5200,9000,5937,50.5597,Dinamica,1872
1600,8000,3529,6.21635,Dinamica,1200
9800,9600,8136,445.684,Dinamica,489
3500,6700,4683,25.2832,Dinamica,313
2500,2300,3880,16.002,Dinamica,76
800,6500,2442,1.73223,Dinamica,703
9500,2900,7711,421.116,Dinamica,659
9300,2200,7772,368.599,Dinamica,1582
400,400,1692,0.649722,Dinamica,439
3800,4500,5690,29.2568,Dinamica,694
7900,4200,7071,112.071,Dinamica,1960
4300,6800,5642,35.7412,Dinamica,1425
6600,4200,6942,77.3226,Dinamica,2023
2100,9600,3355,9.32519,Dinamica,1170
7000,6800,6779,86.9463,Dinamica,2117
1400,100,2306,5.60068,Dinamica,32
9700,5500,8246,431.182,Dinamica,657
1600,6200,3498,5.99321,Dinamica,169
9600,5800,7389,404.111,Dinamica,1833
8800,4000,7890,286.922,Dinamica,249
400,1600,1548,0.633878,Dinamica,742
5100,5900,6026,49.872,Dinamica,981
2600,1600,3783,15.8498,Dinamica,794
7900,100,6121,114.843,Dinamica,80
1400,8500,2908,5.19113,Dinamica,123
4200,6100,5457,33.0269,Dinamica,765
5200,10000,5466,49.7912,Dinamica,245
5000,9000,5846,46.3978,Dinamica,1477
7200,6900,7261,103.519,Dinamica,1122
3300,1800,4467,19.7314,Dinamica,202
6600,800,6373,78.9788,Dinamica,1192
1600,1200,3227,4.68659,Dinamica,416
6900,5300,6612,85.5661,Dinamica,566
1200,7700,2664,3.38563,Dinamica,266
7300,4700,7115,95.6456,Dinamica,624
5900,6500,6512,63.7804,Dinamica,911
3100,2200,4795,22.3228,Dinamica,471
400,3900,1459,0.704531,Dinamica,965
200,3400,1063,0.34097,Dinamica,151
3700,800,4833,27.0269,Dinamica,106
5900,4500,5627,62.4259,Dinamica,216
8600,2300,7549,281.37,Dinamica,441
3500,4900,4631,25.3731,Dinamica,481
3000,8400,4942,21.8086,Dinamica,559
7000,1900,7292,87.9961,Dinamica,2079
3000,6500,4734,21.7246,Dinamica,647
3200,3700,4602,23.4877,Dinamica,901
3700,1500,5050,24.2458,Dinamica,1211
2600,4200,4003,16.7042,Dinamica,672
7900,500,6804,113.236,Dinamica,1988
6500,6000,6843,77.9899,Dinamica,342
400,5900,1678,0.569151,Dinamica,109
10000,7300,7605,478.837,Dinamica,567
100,6700,605,0.133216,Dinamica,392
6800,6200,6891,86.5551,Dinamica,870
3800,3800,4668,27.6731,Dinamica,79
2600,800,4247,17.0851,Dinamica,66
8700,5600,9043,293.412,Dinamica,938
3400,500,4730,26.5448,Dinamica,1134
2100,8500,3216,11.8569,Dinamica,295
9300,300,6907,368.615,Dinamica,107
8900,1700,7503,322.173,Dinamica,731
5100,9200,5779,45.8493,Dinamica,1254
6400,7800,6962,75.5772,Dinamica,441
6400,4400,6871,76.4879,Dinamica,1028
6500,9700,6152,77.5791,Dinamica,607
3500,3500,4820,26.2197,Dinamica,1176
7400,4100,6918,96.4416,Dinamica,1073
1800,8400,3547,7.78702,Dinamica,1495
5400,1800,5873,54.3315,Dinamica,258
2100,3100,3995,9.45289,Dinamica,65
1600,9900,3228,3.28676,Dinamica,248
2800,900,4279,18.7999,Dinamica,118
2900,3400,4171,17.7416,Dinamica,229
8100,8900,6815,116.359,Dinamica,1297
7400,5300,7184,96.1645,Dinamica,1023
600,9000,1723,2.25205,Dinamica,127
6200,7800,5345,69.6819,Dinamica,79
4000,8500,5754,31.6286,Dinamica,443
7200,7900,7002,103.568,Dinamica,1964
4700,6100,5720,39.6962,Dinamica,1230
4400,400,4730,37.0311,Dinamica,1729
4800,7200,5561,40.5391,Dinamica,1395
1200,9300,2831,2.74563,Dinamica,343
5000,3300,5751,46.7578,Dinamica,1320
8400,50,4396,242.817,Dinamica,50
9700,5200,8320,431.691,Dinamica,282
3200,7400,4993,22.3944,Dinamica,2634
1400,7000,2920,5.08886,Dinamica,831
9200,9600,8041,353.829,Dinamica,1063
2100,5600,3733,11.6732,Dinamica,277
3700,9100,5003,26.6457,Dinamica,129
6500,10000,5948,78.6395,Dinamica,918
6600,2000,6423,79.3123,Dinamica,239
7900,8400,7086,113.43,Dinamica,112
2500,8500,4831,14.2815,Dinamica,647
6000,1200,5487,66.7969,Dinamica,2373
100,600,657,0.117526,Dinamica,146
7300,7800,7172,97.0182,Dinamica,1057
3900,9400,4582,28.2923,Dinamica,896
6300,2400,5624,70.9124,Dinamica,119
2700,5400,3933,13.9386,Dinamica,1318
3400,6000,5206,21.7786,Dinamica,817
2400,10000,3849,11.9942,Dinamica,475
5600,2000,6370,60.0012,Dinamica,930
9000,6200,8110,323.787,Dinamica,122
2100,7500,3762,12.1115,Dinamica,1086
8000,2300,7332,114.083,Dinamica,589
