n,W,b,Tiempo,Metodo,nodos
9300,6500,7984,3150.27,Dinamica,
6600,2800,6671,782.133,Dinamica,
7300,3200,6418,1079.76,Dinamica,
3400,3400,5259,475.397,Dinamica,
900,7700,2174,232.647,Dinamica,
4300,5700,5901,1074.2,Dinamica,
9800,7100,8676,3796.79,Dinamica,
6900,9100,6898,3311.87,Dinamica,
5000,3600,6167,757.439,Dinamica,
9200,4900,7574,2190.44,Dinamica,
6800,2300,6319,668.823,Dinamica,
7400,6000,7213,2090.95,Dinamica,
9200,6300,7819,3122.93,Dinamica,
7100,5500,6719,1890.48,Dinamica,
4900,7600,5592,1745.89,Dinamica,
900,500,2534,18.8516,Dinamica,
2700,1500,4211,144.193,Dinamica,
9300,9800,7145,5185.46,Dinamica,
9900,9100,8307,5208.31,Dinamica,
9500,6400,8264,3183.24,Dinamica,
1500,5300,3142,275.726,Dinamica,
2200,9100,4250,811.158,Dinamica,
800,6800,2219,161.632,Dinamica,
8200,4900,8141,1972.29,Dinamica,
5700,2000,5830,476.218,Dinamica,
2900,9600,4048,1251.49,Dinamica,
300,7600,1650,62.0368,Dinamica,
5300,3100,5699,693.905,Dinamica,
4200,3300,5125,578.18,Dinamica,
3600,700,4912,99.0124,Dinamica,
2000,8900,4206,687.349,Dinamica,
7100,8500,6053,3266.9,Dinamica,
7400,1700,6870,534.738,Dinamica,
3800,8000,4667,1335.02,Dinamica,
100,7900,985,21.0909,Dinamica,
2400,1400,3787,121.142,Dinamica,
2000,7600,3872,626.546,Dinamica,
3400,4000,5134,545.446,Dinamica,
7300,8200,6916,3064,Dinamica,
7700,9700,7246,4098.64,Dinamica,
8600,6100,7968,2656.9,Dinamica,
7000,7300,6777,2559.81,Dinamica,
900,3600,2199,100.245,Dinamica,
50,1000,629,0.92288,Dinamica,
5100,200,4958,41.1454,Dinamica,
2500,600,3670,55.2479,Dinamica,
3100,3700,4926,456.546,Dinamica,
3100,9400,4908,1327.66,Dinamica,
5400,1400,5897,308.028,Dinamica,
4700,5000,5844,1029.89,Dinamica,
50,9700,542,4.80958,Dinamica,
9900,7800,8050,4300.93,Dinamica,
3200,8100,5157,1154.48,Dinamica,
10000,9100,7461,5197.97,Dinamica,
7000,8500,6839,2951.62,Dinamica,
5600,8300,5784,2328.61,Dinamica,
9600,4300,7689,2020.92,Dinamica,
5200,2400,5461,506.841,Dinamica,
1800,6200,3754,411.426,Dinamica,
3900,3400,5053,519.664,Dinamica,
3900,8100,4966,1385.07,Dinamica,
6500,4800,6089,1439.88,Dinamica,
2000,7100,4431,551.02,Dinamica,
4600,2100,5737,385.833,Dinamica,
7500,7900,7472,2980.27,Dinamica,
1400,7000,2920,353.297,Dinamica,
900,9000,2809,269.451,Dinamica,
7500,3500,6310,1203.52,Dinamica,
2600,7900,4002,834.079,Dinamica,
8900,4100,8191,1824.96,Dinamica,
5700,6500,6228,1728.17,Dinamica,
8800,2200,7388,879.766,Dinamica,
2700,400,3477,40.1765,Dinamica,
6500,5600,7059,1689.61,Dinamica,
9900,6900,7894,3771.67,Dinamica,
3600,500,4601,69.1432,Dinamica,
1200,1700,2750,67.106,Dinamica,
100,700,754,2.2123,Dinamica,
6600,7300,6286,2419.29,Dinamica,
4000,5000,4958,796.148,Dinamica,
1200,2200,2605,83.2976,Dinamica,
8400,9200,8066,4380.34,Dinamica,
4800,6200,5850,1383.42,Dinamica,
3100,7600,4409,981.902,Dinamica,
2500,3500,4217,332.127,Dinamica,
4400,8500,5988,1821.85,Dinamica,
6300,9100,7118,2838.11,Dinamica,
6900,3200,6262,949.755,Dinamica,
8400,4500,7338,1805.87,Dinamica,
1200,8000,2573,318.006,Dinamica,
5400,5800,6279,1374.97,Dinamica,
7500,5700,7326,2083.42,Dinamica,
3100,9300,4489,1272.89,Dinamica,
7200,1500,6213,447.594,Dinamica,
9700,8500,7545,4615.63,Dinamica,
900,3100,2756,81.408,Dinamica,
5900,5200,6366,1395.3,Dinamica,
7600,7900,7548,3056.26,Dinamica,
2100,3200,3096,243.582,Dinamica,
9900,9800,7557,5672.54,Dinamica,
200,1100,780,9.0885,Dinamica,
8500,3400,7107,1355.3,Dinamica,
3200,8700,4807,1232.68,Dinamica,
6600,3700,6425,1086.17,Dinamica,
7700,9900,7157,4143.45,Dinamica,
2600,7400,3955,781.847,Dinamica,
9900,9200,8639,5222.44,Dinamica,
2900,5500,4284,644.184,Dinamica,
300,5600,1471,48.0354,Dinamica,
3400,2900,4630,376.511,Dinamica,
9500,3000,8522,1341.84,Dinamica,
100,50,860,0.234615,Dinamica,
4100,3500,5283,592.066,Dinamica,
6000,3200,5845,818.371,Dinamica,
2100,3400,3534,262.147,Dinamica,
8900,2500,8815,1038.52,Dinamica,
4800,5000,5839,1036.51,Dinamica,
5100,9100,5752,2300.85,Dinamica,
7400,1400,6620,427.146,Dinamica,
4900,8500,5649,1933.17,Dinamica,
1500,1800,2989,92.1187,Dinamica,
50,1600,665,1.52984,Dinamica,
7000,4200,6588,1342.56,Dinamica,
6800,2600,6867,764.057,Dinamica,
2100,5500,3386,420.769,Dinamica,
2100,7000,4373,560.404,Dinamica,
3400,4600,4268,637.319,Dinamica,
2300,8800,3814,822.821,Dinamica,
7000,200,5797,58.3265,Dinamica,
3200,7400,4993,997.559,Dinamica,
2500,6100,4608,597.187,Dinamica,
7000,3700,6677,1200.07,Dinamica,
5200,9200,5676,2312.88,Dinamica,
7000,4100,6738,1320.3,Dinamica,
2200,6700,3437,563.191,Dinamica,
1700,3100,3391,182.848,Dinamica,
1200,1900,2713,73.3181,Dinamica,
9100,1800,7452,747.031,Dinamica,
9700,4400,7639,2145.16,Dinamica,
5500,5500,6162,1396.76,Dinamica,
4400,6300,4812,1223.57,Dinamica,
7100,8100,6686,3130.37,Dinamica,
4300,9900,4868,2011.31,Dinamica,
200,3800,1122,21.6353,Dinamica,
3400,8100,4661,1211.3,Dinamica,
4400,8400,5517,1792.47,Dinamica,
1700,5400,3294,319.226,Dinamica,
1700,1900,3193,108.025,Dinamica,
4100,8200,5108,1582.45,Dinamica,
8000,6000,7000,2368.43,Dinamica,
9900,2700,7597,1323.4,Dinamica,
5700,2400,6076,581.89,Dinamica,
7600,500,6471,149.148,Dinamica,
5300,6500,6440,1599.62,Dinamica,
7200,7600,6746,2775.4,Dinamica,
1200,7600,2627,311.186,Dinamica,
9400,3100,7785,1424.4,Dinamica,
1900,6700,4088,481.854,Dinamica,
5500,8300,6031,2437.17,Dinamica,
5600,5500,5369,1404.51,Dinamica,
400,8200,1611,94.8751,Dinamica,
700,6600,1992,144.415,Dinamica,
8600,1400,7030,548.986,Dinamica,
1000,2300,2973,74.6444,Dinamica,
1700,500,3491,33.6198,Dinamica,
10000,4400,8433,2331.42,Dinamica,
8400,600,6753,202.971,Dinamica,
9900,4100,8990,2090.65,Dinamica,
2800,900,4279,93.1489,Dinamica,
3200,6600,5270,877.694,Dinamica,
4000,500,4954,76.3355,Dinamica,
2600,4900,4074,481.243,Dinamica,
4000,50,3540,10.6307,Dinamica,
50,3500,527,4.55148,Dinamica,
3200,8800,4959,1267.75,Dinamica,
5200,5500,5450,1233.45,Dinamica,
10000,200,7323,92.5635,Dinamica,
5000,3900,6089,842.3,Dinamica,
7400,4400,7072,1528.51,Dinamica,
7400,8800,6976,3387.84,Dinamica,
3600,6200,4982,970.17,Dinamica,
6800,4500,5739,1422.33,Dinamica,
4600,1000,5051,176.202,Dinamica,
5600,3400,5501,812.789,Dinamica,
9500,3900,7357,1942.03,Dinamica,
4900,4900,4857,1047.87,Dinamica,
6600,7700,6008,2597.61,Dinamica,
7400,4000,6897,1388.41,Dinamica,
4100,2800,5269,445.778,Dinamica,
6800,2200,6726,627.439,Dinamica,
1100,7100,3398,257.153,Dinamica,
4700,7000,5798,1553.76,Dinamica,
2900,400,4183,43.0689,Dinamica,
8400,100,5477,37.9982,Dinamica,
7000,5400,6782,1831.64,Dinamica,
8100,7100,7060,2960.87,Dinamica,
2600,1100,4114,108.861,Dinamica,
6300,2500,6807,679.558,Dinamica,
9000,1700,8241,703.693,Dinamica,
7500,6800,7129,2513.66,Dinamica,
700,3800,2266,80.5896,Dinamica,
5500,8400,5702,2417.07,Dinamica,
2000,9900,3454,790.574,Dinamica,
2000,800,3789,55.016,Dinamica,
6500,9100,6729,3074.61,Dinamica,
1200,3100,3191,122.325,Dinamica,
4100,1400,4570,217.539,Dinamica,
7800,100,5267,33.9962,Dinamica,
100,4000,801,10.9508,Dinamica,
6500,7800,6787,2561.23,Dinamica,
9800,9600,8136,5386.05,Dinamica,
8000,2900,6455,1052.61,Dinamica,
8200,1600,7468,593.816,Dinamica,
7900,2300,7280,850.462,Dinamica,
7300,2100,6876,657.455,Dinamica,
5800,7200,6552,2024.1,Dinamica,
2900,1200,4335,128.149,Dinamica,
3600,400,4177,52.1039,Dinamica,
2500,8700,3981,881.053,Dinamica,
500,8600,1614,121.708,Dinamica,
7900,4300,7079,1640.37,Dinamica,
5600,8800,6366,2436.41,Dinamica,
5400,6400,6270,1569.16,Dinamica,
6700,2500,6786,736.729,Dinamica,
900,1800,2608,49.7443,Dinamica,
500,6300,2043,86.0412,Dinamica,
8500,9200,7713,4190.7,Dinamica,
5100,6100,5333,1414.21,Dinamica,
9400,7000,7884,3605.8,Dinamica,
3300,4800,4538,625.184,Dinamica,
2700,6100,4002,653.169,Dinamica,
2200,4000,4079,302.666,Dinamica,
3500,7800,4914,1263.02,Dinamica,
300,5400,1394,41.1357,Dinamica,
5700,9200,7099,2604.24,Dinamica,
6400,4600,5960,1360.63,Dinamica,
7500,600,7194,176.309,Dinamica,
4500,1000,5249,171.172,Dinamica,
9200,8000,7658,4046.37,Dinamica,
4800,2800,6141,585.169,Dinamica,
8700,6900,6851,3147.15,Dinamica,
8600,4800,7432,2032.16,Dinamica,
10000,4700,8692,2519.8,Dinamica,
4800,4200,5810,860.377,Dinamica,
7600,7200,7522,2748.52,Dinamica,
8600,9200,7457,4430.6,Dinamica,
3800,7900,5102,1359.7,Dinamica,
300,6100,1317,49.6925,Dinamica,
700,7600,2058,163.972,Dinamica,
7900,5800,7493,2242.6,Dinamica,
8700,6000,7408,2634.68,Dinamica,
2200,4200,3693,330.452,Dinamica,
4700,3700,5815,751.197,Dinamica,
3400,6600,4607,964.595,Dinamica,
1700,6000,3868,351.489,Dinamica,
8900,3300,7763,1421.33,Dinamica,
5100,3000,5496,642.411,Dinamica,
2500,6700,4335,640.49,Dinamica,
5200,8900,6011,2226.75,Dinamica,
1500,2400,2774,120.124,Dinamica,
2000,2600,3394,178.807,Dinamica,
7700,800,6934,246.531,Dinamica,
200,7600,928,31.3785,Dinamica,
7800,2600,7467,922.265,Dinamica,
2100,5000,3353,398.215,Dinamica,
1200,1000,2823,39.7335,Dinamica,
5000,2300,5434,473.788,Dinamica,
1700,3800,3311,223.237,Dinamica,
700,3600,1952,74.6307,Dinamica,
2300,1900,4001,149.371,Dinamica,
5500,4900,5850,1196.45,Dinamica,
4300,4800,5111,842.228,Dinamica,
5000,7900,5088,1942.06,Dinamica,
4000,3700,5246,586.834,Dinamica,
9700,6500,7505,3416.64,Dinamica,
1500,900,3289,49.1702,Dinamica,
6500,2200,7132,611.153,Dinamica,
3000,7600,4617,976.426,Dinamica,
900,1100,2163,33.5543,Dinamica,
7200,9200,6995,3389.52,Dinamica,
7500,50,4086,17.6979,Dinamica,
9400,4200,7735,1979.91,Dinamica,
6000,3900,6144,1027.32,Dinamica,
6900,9800,6620,3705.27,Dinamica,
6200,3900,6471,1066.27,Dinamica,
6900,8200,6645,3090.66,Dinamica,
1300,4300,3090,183.681,Dinamica,
900,800,2484,25.0854,Dinamica,
6900,1200,6281,341.817,Dinamica,
800,5400,2453,134.048,Dinamica,
800,1900,2334,52.4657,Dinamica,
50,7900,705,6.13407,Dinamica,
1600,10000,3587,588.633,Dinamica,
2100,4000,3904,302.039,Dinamica,
4600,7100,5825,1497.87,Dinamica,
2500,3300,4241,310.035,Dinamica,
9600,4400,7627,2168.17,Dinamica,
7700,5400,6929,2052.2,Dinamica,
5400,7300,6036,1944.6,Dinamica,
4200,5100,5378,913.899,Dinamica,
9700,7800,8487,4431.69,Dinamica,
5800,1900,6574,460.886,Dinamica,
7100,4800,7097,1585.04,Dinamica,
2500,1300,3692,111.796,Dinamica,
8900,4300,7353,1847.07,Dinamica,
8100,8300,7400,3547,Dinamica,
2500,5800,3690,559.206,Dinamica,
2100,7600,4077,624.113,Dinamica,
5600,2600,6320,602.063,Dinamica,
8300,9200,7876,4063.6,Dinamica,
7100,3500,6816,1141.79,Dinamica,
5000,8700,5422,2180.09,Dinamica,
8900,5500,7616,2609,Dinamica,
6500,7900,6204,2627.89,Dinamica,
2300,7300,3698,690.021,Dinamica,
5400,2500,5510,566.744,Dinamica,
5200,7500,6104,1834.83,Dinamica,
2700,500,4495,49.8919,Dinamica,
5100,1900,5905,390.507,Dinamica,
800,4300,2047,106.73,Dinamica,
2800,1200,4312,126.882,Dinamica,
2400,7000,3883,663.16,Dinamica,
4700,5400,5632,1095.35,Dinamica,
3100,8400,4523,1099.28,Dinamica,
9800,6100,8186,3134.78,Dinamica,
8400,8600,6879,4137.66,Dinamica,
9400,8000,8770,4082.09,Dinamica,
5000,3100,5629,659.654,Dinamica,
9000,2400,7403,998.011,Dinamica,
7900,5600,8255,2137.09,Dinamica,
6900,8100,6865,2879.69,Dinamica,
4600,1500,4493,281.138,Dinamica,
6800,6800,6714,2333.32,Dinamica,
3900,7000,4820,1224.22,Dinamica,
6400,8300,6585,2591.66,Dinamica,
3500,5600,5197,821.728,Dinamica,
600,6000,2135,103.502,Dinamica,
2600,2900,3680,280.178,Dinamica,
8700,1800,7424,734.641,Dinamica,
9000,9900,7234,4896.17,Dinamica,
7500,5900,6869,2135.77,Dinamica,
6800,2000,6083,584.69,Dinamica,
9500,200,7006,81.6336,Dinamica,
8000,3400,7382,1279.46,Dinamica,
2600,3800,4301,367.277,Dinamica,
1400,3000,2805,133.87,Dinamica,
7500,5200,7012,1886.53,Dinamica,
2400,3500,3852,299.298,Dinamica,
3900,8400,5106,1514.51,Dinamica,
8100,1800,7263,651.728,Dinamica,
2900,4400,3890,494.513,Dinamica,
6900,5700,6010,1927.89,Dinamica,
3200,2200,4691,270.209,Dinamica,
2700,9400,4080,1118.3,Dinamica,
9100,4200,7864,1908.01,Dinamica,
800,8800,1805,233.246,Dinamica,
6900,4700,7192,1517.61,Dinamica,
1700,5500,2972,330.224,Dinamica,
3200,3600,4662,440.894,Dinamica,
5600,7400,5983,2000.06,Dinamica,
2400,5600,4010,524.196,Dinamica,
2300,700,3688,58.9569,Dinamica,
3100,10000,4565,1391.26,Dinamica,
2500,1900,4053,176.39,Dinamica,
3900,3500,5115,553.012,Dinamica,
500,5500,2078,74.987,Dinamica,
2100,6100,3470,492.768,Dinamica,
3000,2800,4433,318.557,Dinamica,
5000,4500,6125,979.992,Dinamica,
1500,6700,3721,348.512,Dinamica,
6200,900,6687,223.429,Dinamica,
4500,1100,4798,199.804,Dinamica,
1600,3600,2790,191.409,Dinamica,
5800,10000,6154,2973.79,Dinamica,
1500,6600,2725,331.667,Dinamica,
9900,4800,8443,2357.9,Dinamica,
7900,1100,6838,369.995,Dinamica,
5300,900,5525,190.927,Dinamica,
3000,2700,4817,316.983,Dinamica,
3500,1000,4811,134.704,Dinamica,
9100,7700,7987,3796.58,Dinamica,
6800,7000,6681,2368.08,Dinamica,
800,9700,2281,242.858,Dinamica,
5700,9700,5802,2747.95,Dinamica,
1100,7000,3079,264.243,Dinamica,
3600,9100,5047,1484.93,Dinamica,
4400,4000,5381,741.869,Dinamica,
9300,3000,8094,1348.1,Dinamica,
3300,5400,4567,713.68,Dinamica,
7500,2300,7009,751.352,Dinamica,
6800,3000,6433,898.862,Dinamica,
7300,6400,6895,2244.31,Dinamica,
6400,3800,7301,1094.15,Dinamica,
400,1600,1548,21.5415,Dinamica,
4300,8200,5742,1653.89,Dinamica,
500,1700,1791,25.6733,Dinamica,
7400,8900,7534,3328.41,Dinamica,
6500,5900,7103,1845.08,Dinamica,
200,7500,1152,36.3441,Dinamica,
3000,7900,4893,1030.68,Dinamica,
6700,7400,6763,2437.02,Dinamica,
5700,300,5583,65.0418,Dinamica,
9900,10000,7771,6062.28,Dinamica,
2300,5600,4095,475.929,Dinamica,
4700,4400,5705,869.525,Dinamica,
1000,8600,2677,294.487,Dinamica,
4000,9800,4667,1913.54,Dinamica,
100,1600,806,5.09199,Dinamica,
9100,5200,7172,2378.23,Dinamica,
800,4500,2231,107.697,Dinamica,
5700,4900,6491,1237.69,Dinamica,
9600,9800,7972,5393.8,Dinamica,
6800,7500,7469,2538.25,Dinamica,
2100,6200,3505,489.746,Dinamica,
9600,3100,9003,1484.86,Dinamica,
7000,6700,7019,2295.72,Dinamica,
9400,3200,8154,1483.57,Dinamica,
2700,9900,4593,1155.09,Dinamica,
600,1300,2029,25.0405,Dinamica,
3200,4400,4541,546.32,Dinamica,
1600,6400,3040,348.42,Dinamica,
1800,8000,4359,549.084,Dinamica,
1700,1700,3161,95.3598,Dinamica,
5800,4400,6653,1137.49,Dinamica,
200,700,1245,5.70412,Dinamica,
9800,4200,8467,2110.38,Dinamica,
8700,800,6848,286.497,Dinamica,
4500,1700,5368,309.162,Dinamica,
5200,3000,5983,657.535,Dinamica,
5000,6700,5595,1554.44,Dinamica,
4600,3400,5167,672.293,Dinamica,
10000,8900,8132,5016.09,Dinamica,
9100,9600,7757,4990.17,Dinamica,
4400,1500,5399,273.726,Dinamica,
4600,500,6508,87.3233,Dinamica,
5500,4500,6649,1071.61,Dinamica,
5900,6900,6253,1986.76,Dinamica,
6300,1500,6714,387.521,Dinamica,
200,7900,1128,37.3418,Dinamica,
800,7400,1986,192.164,Dinamica,
7900,600,6630,188.925,Dinamica,
200,9900,935,44.3414,Dinamica,
200,6900,967,33.5515,Dinamica,
8000,2500,7336,897.919,Dinamica,
4000,4200,5329,689.031,Dinamica,
8400,1800,6763,673.493,Dinamica,
8800,6000,7757,2670.36,Dinamica,
8500,1900,7141,712.412,Dinamica,
9800,800,7314,337.284,Dinamica,
8600,5000,7577,2161.87,Dinamica,
5700,7000,5997,1956.27,Dinamica,
5700,6300,6003,1693.05,Dinamica,
1800,9300,3649,621.321,Dinamica,
9000,9100,8590,4438.39,Dinamica,
3800,4400,5367,688.521,Dinamica,
9800,6500,7951,3513.68,Dinamica,
8600,2400,7799,957.468,Dinamica,
8700,7000,7851,3282.31,Dinamica,
4200,8800,5081,1726.62,Dinamica,
2700,3200,4582,326.019,Dinamica,
8300,3800,7406,1486.39,Dinamica,
7300,9300,6083,3699.8,Dinamica,
200,1200,975,10.715,Dinamica,
9800,3600,8156,1789.98,Dinamica,
8500,1800,6667,678.698,Dinamica,
7300,3600,7116,1210.06,Dinamica,
6200,9000,7462,2750.72,Dinamica,
5900,5900,6401,1619.86,Dinamica,
7600,4100,7284,1437.91,Dinamica,
7100,200,6706,56.9624,Dinamica,
50,4300,610,3.71777,Dinamica,
3600,9500,4959,1608.13,Dinamica,
4200,1700,5948,292.673,Dinamica,
9900,6800,8798,3688.91,Dinamica,
7000,1200,7127,354.928,Dinamica,
3400,2000,3899,264.135,Dinamica,
4500,6200,5203,1186.41,Dinamica,
5900,6300,6981,1716.06,Dinamica,
8800,8000,8224,3773.16,Dinamica,
200,600,1321,6.2016,Dinamica,
2700,9600,4778,1102.49,Dinamica,
4200,2700,4614,444.616,Dinamica,
6300,6700,5747,1987.31,Dinamica,
9300,6000,8248,2926.03,Dinamica,
6600,4400,6767,1322.82,Dinamica,
2000,6900,3548,540.193,Dinamica,
2500,6500,4072,667.885,Dinamica,
3300,1000,4381,126.193,Dinamica,
5100,9500,5480,2476.24,Dinamica,
900,6800,2502,197.471,Dinamica,
8900,5300,8203,2416.18,Dinamica,
2000,3800,3914,262.834,Dinamica,
4100,7700,5225,1385.53,Dinamica,
50,6500,608,2.60967,Dinamica,
200,8400,1213,42.5133,Dinamica,
4400,8200,5517,1648.74,Dinamica,
8400,4200,7213,1728.75,Dinamica,
9200,4000,7550,1780.21,Dinamica,
5600,1600,6239,358.131,Dinamica,
400,6500,1595,65.2786,Dinamica,
6300,4500,6225,1293.15,Dinamica,
3500,7700,4717,1162.13,Dinamica,
7800,8700,7218,3468.66,Dinamica,
8800,3700,7185,1609.93,Dinamica,
1400,6600,3006,325.297,Dinamica,
9200,3000,6829,1326.49,Dinamica,
8800,5000,7495,2192.01,Dinamica,
4300,4500,5171,804.884,Dinamica,
2600,7200,3905,750.954,Dinamica,
4100,8000,5264,1491.51,Dinamica,
4600,3100,5261,570.934,Dinamica,
8400,2500,7436,954.905,Dinamica,
6300,6500,6069,2015.85,Dinamica,
6300,8700,6693,2894.64,Dinamica,
5200,2500,5113,546.507,Dinamica,
9000,9500,8256,4575.55,Dinamica,
3900,2600,6059,420.702,Dinamica,
6400,7500,6266,2329.1,Dinamica,
9700,6000,8113,3083.64,Dinamica,
5200,3700,5020,834.551,Dinamica,
9800,5700,7794,3010.18,Dinamica,
1300,5500,3534,232.631,Dinamica,
500,7600,1363,112.864,Dinamica,
6500,8700,6139,2917.08,Dinamica,
8500,5200,7265,2170.14,Dinamica,
5700,5700,5958,1499.87,Dinamica,
7900,6400,6901,2464.81,Dinamica,
9100,6200,7706,3077.43,Dinamica,
3900,2800,5002,428.601,Dinamica,
3700,4500,5241,697.608,Dinamica,
3400,3600,4523,478.818,Dinamica,
4500,700,5936,122.465,Dinamica,
5700,5500,5703,1432.41,Dinamica,
5600,6800,6272,1807.62,Dinamica,
1900,6100,4007,401.931,Dinamica,
300,8900,1145,72.4389,Dinamica,
1000,300,2354,16.5123,Dinamica,
8400,800,7064,280.86,Dinamica,
6700,600,6906,154.058,Dinamica,
4700,1200,5450,222.125,Dinamica,
5500,5200,6308,1269.58,Dinamica,
900,9800,2129,282.251,Dinamica,
2500,8200,4061,861.641,Dinamica,
6000,7400,7330,2121.9,Dinamica,
9600,8300,8907,4613.51,Dinamica,
3900,4900,4637,812.22,Dinamica,
3700,5700,4733,923.99,Dinamica,
5300,7000,6377,1719.25,Dinamica,
9200,1700,7723,711.99,Dinamica,
7800,7100,6910,2841.72,Dinamica,
7800,9200,6644,3826.21,Dinamica,
4100,1500,5471,239.509,Dinamica,
6600,700,6334,182.083,Dinamica,
4100,4600,5072,800.698,Dinamica,
2100,8100,3480,678.187,Dinamica,
8300,10000,7538,4870.66,Dinamica,
4600,3800,5694,733.582,Dinamica,
1000,2100,2014,67.8507,Dinamica,
3400,5200,4727,713.256,Dinamica,
8100,9400,7314,4303.11,Dinamica,
4700,5500,4915,1145.29,Dinamica,
9800,4400,8736,2242.3,Dinamica,
600,3100,2382,55.1229,Dinamica,
3900,2000,5118,293.457,Dinamica,
2300,100,2917,12.4645,Dinamica,
9300,3600,7631,1649.64,Dinamica,
3200,4200,4432,555.231,Dinamica,
2800,6200,4439,716.867,Dinamica,
200,7300,1414,37.6175,Dinamica,
7100,3100,7022,993.43,Dinamica,
6400,9700,7070,3195.92,Dinamica,
4800,2000,4507,393.858,Dinamica,
5500,8600,5627,2364.63,Dinamica,
3800,3200,5451,488.482,Dinamica,
8400,8800,7784,3894.86,Dinamica,
4600,10000,5225,2283.84,Dinamica,
9500,8900,7947,4805.61,Dinamica,
4500,1800,5678,323.004,Dinamica,
3800,7400,5199,1315.94,Dinamica,
1800,8500,2680,614.171,Dinamica,
3500,100,4291,13.8525,Dinamica,
6200,1000,6130,250.616,Dinamica,
6500,7200,6412,2347.36,Dinamica,
5200,3200,5903,697.536,Dinamica,
50,1900,546,2.83597,Dinamica,
8600,4500,7567,1893.39,Dinamica,
8600,9700,7947,4906.64,Dinamica,
4500,4300,5766,819.867,Dinamica,
100,7800,928,16.4817,Dinamica,
7700,4700,7221,1750.84,Dinamica,
500,6800,1895,93.3464,Dinamica,
8500,3300,7625,1370.61,Dinamica,
6100,6700,6193,1946.61,Dinamica,
500,9600,1762,146.313,Dinamica,
9800,5300,8175,2623.48,Dinamica,
3900,6500,4797,1103.05,Dinamica,
9100,4000,8565,1809.75,Dinamica,
6500,1600,6461,431.787,Dinamica,
900,8500,2310,253.271,Dinamica,
4500,2900,5620,540.606,Dinamica,
1700,8900,3650,595.616,Dinamica,
2000,1800,4300,135.093,Dinamica,
1600,1500,3358,84.4496,Dinamica,
1700,5100,3564,311.364,Dinamica,
9200,3500,8054,1588.81,Dinamica,
7900,1300,7393,439.871,Dinamica,
2700,1600,4283,159.613,Dinamica,
5300,2400,5701,519.294,Dinamica,
4600,7900,5719,1685.85,Dinamica,
6700,6600,7037,2117.79,Dinamica,
1300,8100,3208,367.803,Dinamica,
2400,1500,3440,129.469,Dinamica,
9900,7100,8326,3860.29,Dinamica,
900,4800,2669,130.893,Dinamica,
2900,100,4024,12.2865,Dinamica,
8300,4700,7577,1897.78,Dinamica,
4100,3400,5249,564.53,Dinamica,
8100,8800,7309,3824.3,Dinamica,
3000,3900,4571,448.531,Dinamica,
4300,3900,5436,703.767,Dinamica,
6600,4300,7178,1317.08,Dinamica,
50,6400,519,3.77779,Dinamica,
5200,4200,5390,981.758,Dinamica,
5400,8500,6552,2266.79,Dinamica,
7800,5600,7170,2177.39,Dinamica,
4800,8200,5979,1897.16,Dinamica,
9400,9400,7775,5190.61,Dinamica,
4800,3400,5433,678.648,Dinamica,
8800,7200,7815,3339.73,Dinamica,
4000,3300,5049,541.185,Dinamica,
7600,2600,6919,891.486,Dinamica,
5400,9600,6172,2562.75,Dinamica,
8800,5700,8114,2465.29,Dinamica,
8200,6400,7593,2573.36,Dinamica,
700,9900,1957,226.724,Dinamica,
8100,2100,7640,759.962,Dinamica,
2400,4500,4235,393.729,Dinamica,
800,9600,2280,255.922,Dinamica,
3700,700,4274,98.451,Dinamica,
7600,3400,6677,1170.61,Dinamica,
9400,7600,8091,3767.22,Dinamica,
4000,8300,4767,1543.38,Dinamica,
2500,8500,4831,887.101,Dinamica,
7000,9200,6215,3471.08,Dinamica,
2900,3300,3884,368.601,Dinamica,
9800,8300,7903,4593.72,Dinamica,
5800,6200,6199,1673.96,Dinamica,
8700,7100,7675,3286.88,Dinamica,
1700,1400,3426,87.5604,Dinamica,
7100,5200,6946,1751.83,Dinamica,
4900,4600,5921,973.865,Dinamica,
1000,8900,2906,277.906,Dinamica,
3500,500,4589,63.3087,Dinamica,
500,7400,1652,104.622,Dinamica,
6300,100,5042,25.2409,Dinamica,
3600,3300,5848,459.588,Dinamica,
9200,6800,8666,3234.47,Dinamica,
8800,8900,7479,4553.06,Dinamica,
700,8100,1904,176.986,Dinamica,
6900,1000,6881,290.249,Dinamica,
6800,8300,6841,2921.76,Dinamica,
7100,10000,6847,3884.32,Dinamica,
7200,3600,6294,1181.17,Dinamica,
10000,9900,9042,5631.53,Dinamica,
2800,5200,4225,577.032,Dinamica,
2800,5100,4407,553.869,Dinamica,
8600,1700,7502,652.487,Dinamica,
4400,4900,5021,918.526,Dinamica,
9400,2700,7978,1241.49,Dinamica,
2100,6900,3406,599.3,Dinamica,
2100,7100,3673,581.186,Dinamica,
8400,5600,7552,2416.78,Dinamica,
400,50,1512,0.959424,Dinamica,
9000,3900,7996,1723.52,Dinamica,
8600,8600,8006,4107.03,Dinamica,
1000,9200,2839,308.017,Dinamica,
1300,7600,3171,343.407,Dinamica,
7400,8600,7559,3317.82,Dinamica,
8300,7900,7413,3705.57,Dinamica,
800,5100,2481,129.654,Dinamica,
9200,800,6778,309.627,Dinamica,
6300,6200,5881,1949.69,Dinamica,
2100,4600,3859,367.462,Dinamica,
9300,9400,7406,4867.58,Dinamica,
50,5800,736,6.20216,Dinamica,
7400,6500,7484,2336.99,Dinamica,
