n,W,b,Tiempo,Metodo,nodos
2,100,104,0.006674,MITM,
3,100,63,0.00939,MITM,
4,100,66,0.008239,MITM,
5,100,174,0.009813,MITM,
6,100,219,0.010502,MITM,
7,100,262,0.015709,MITM,
8,100,148,0.01452,MITM,
9,100,208,0.017374,MITM,
10,100,165,0.018486,MITM,
11,100,260,0.029845,MITM,
12,100,222,0.038538,MITM,
13,100,131,0.043331,MITM,
14,100,222,0.052254,MITM,
15,100,318,0.071765,MITM,
16,100,259,0.089255,MITM,
17,100,231,0.137147,MITM,
18,100,209,0.179154,MITM,
19,100,298,0.269055,MITM,
20,100,356,0.355518,MITM,
21,100,234,0.508239,MITM,
22,100,186,0.670709,MITM,
23,100,414,1.08338,MITM,
24,100,420,1.40322,MITM,
25,100,544,2.12228,MITM,
26,100,393,2.71538,MITM,
27,100,340,4.08602,MITM,
28,100,490,5.4786,MITM,
29,100,267,8.25242,MITM,
30,100,524,11.0003,MITM,
31,100,408,16.64,MITM,
32,100,483,22.0565,MITM,
33,100,419,33.4968,MITM,
34,100,354,44.7044,MITM,
35,100,442,67.347,MITM,
36,100,343,90.9675,MITM,
37,100,540,136.641,MITM,
38,100,663,182.21,MITM,
39,100,568,276.814,MITM,
40,100,678,369.58,MITM,
41,100,314,558.561,MITM,
42,100,382,771.662,MITM,
43,100,463,1226.23,MITM,
44,100,657,1638.7,MITM,
45,100,532,2346.86,MITM,
46,100,616,3112.01,MITM,
30,100,312,10.8492,MITM,
31,100,340,16.5104,MITM,
32,100,269,22.0503,MITM,
33,100,357,33.3938,MITM,
34,100,423,44.5394,MITM,
35,100,531,67.4488,MITM,
36,100,619,90.4667,MITM,
37,100,410,136.796,MITM,
38,100,404,182.107,MITM,
39,100,514,276.512,MITM,
40,100,655,369.585,MITM,
41,100,320,581.422,MITM,
42,100,452,808.624,MITM,
43,100,591,1225.5,MITM,
44,100,584,1640.25,MITM,
45,100,534,2292.27,MITM,
46,100,347,3175.26,MITM
47,100,649,4825,MITM,
60,100,489,490796,MITM
61,100,607,750445,MITM,
62,100,830,989588,MITM,
63,100,566,1.49374e+06,MITM,
64,100,647,1.99542e+06,MITM,
65,100,454,3.00609e+06,MITM,
66,100,656,4.02219e+06,MITM,
2,100,62,0.017525,MITM,
3,100,65,0.028454,MITM,
4,100,71,0.036641,MITM,
5,100,159,0.028783,MITM,
6,100,169,0.034275,MITM,
7,100,208,0.026359,MITM,
8,100,179,0.031115,MITM,
9,100,273,0.042397,MITM,
10,100,238,0.059604,MITM,
11,100,165,0.051411,MITM,
12,100,158,0.060285,MITM,
13,100,250,0.092081,MITM,
14,100,232,0.153253,MITM,
15,100,245,0.241601,MITM,
16,100,412,0.358459,MITM,
17,100,505,0.491256,MITM,
18,100,377,0.372297,MITM,
19,100,248,0.688509,MITM,
20,100,331,1.03,MITM,
21,100,467,1.2339,MITM,
22,100,386,1.88547,MITM
23,100,313,2.5999,MITM
24,100,348,3.79225,MITM
25,100,238,5.98293,MITM
26,100,327,8.63358,MITM
27,100,367,9.88468,MITM
28,100,461,10.4335,MITM
29,100,319,18.5867,MITM
30,100,361,24.2135,MITM
31,100,296,33.9164,MITM
32,100,415,44.9427,MITM
33,100,371,66.4917,MITM
34,100,440,88.0437,MITM
35,100,422,130.638,MITM
36,100,370,173.974,MITM
37,100,412,261.535,MITM
38,100,631,349.777,MITM
39,100,614,530.874,MITM
40,100,444,712.082,MITM
41,100,446,1085.37,MITM
42,100,448,1456.97,MITM
43,100,654,2213.82,MITM
44,100,333,3001.98,MITM
45,100,657,4543.28,MITM
46,100,524,6089.67,MITM
47,100,532,9688.51,MITM
48,100,552,13089.3,MITM
49,100,789,19588.5,MITM
50,100,514,25662.1,MITM
51,100,501,38546.3,MITM
52,100,561,51650.2,MITM
53,100,449,78100.9,MITM
54,100,496,104417,MITM
55,100,479,158387,MITM
56,100,615,215376,MITM
57,100,520,325757,MITM
