n,W,b,Tiempo,Metodo
1000,25000,2588,571.484,Dinamica
1000,25000,2657,521.678,Dinamica
1000,25000,3192,512.728,Dinamica
1000,25000,2444,559.218,Dinamica
1000,25000,2407,511.743,Dinamica
1000,25000,2665,549.664,Dinamica
2000,25000,3807,1104.22,Dinamica
2000,25000,3775,1187.16,Dinamica
2000,25000,3126,1325.04,Dinamica
2000,25000,4047,1337.1,Dinamica
2000,25000,3227,1420.64,Dinamica
2000,25000,2983,1413.07,Dinamica
2000,25000,3522,1316.01,Dinamica
2000,25000,3139,1357.82,Dinamica
2000,25000,3836,1191.22,Dinamica
2000,25000,3866,1405.55,Dinamica
3000,25000,4895,1970.35,Dinamica
3000,25000,4275,2242.62,Dinamica
3000,25000,4804,2244.02,Dinamica
3000,25000,4776,2228.34,Dinamica
3000,25000,4707,2064.23,Dinamica
3000,25000,4412,2215.23,Dinamica
3000,25000,4100,2287.72,Dinamica
3000,25000,4634,2148.33,Dinamica
3000,25000,3610,2153.02,Dinamica
3000,25000,4025,2347.48,Dinamica
4000,25000,4712,3115.41,Dinamica
4000,25000,4806,3135.08,Dinamica
4000,25000,4634,3201.02,Dinamica
4000,25000,4790,3467.61,Dinamica
4000,25000,4995,2942.98,Dinamica
4000,25000,5106,3089.55,Dinamica
4000,25000,5058,3087.48,Dinamica
4000,25000,5263,3056.09,Dinamica
4000,25000,4868,3190.79,Dinamica
4000,25000,4744,2838.05,Dinamica
5000,25000,5050,4082.83,Dinamica
5000,25000,5451,3947.24,Dinamica
5000,25000,5013,3985.56,Dinamica
5000,25000,5223,4155.9,Dinamica
5000,25000,5390,4157.25,Dinamica
5000,25000,5531,3926.6,Dinamica
5000,25000,6000,4098.91,Dinamica
5000,25000,6065,4123.41,Dinamica
5000,25000,5621,4301.76,Dinamica
5000,25000,5762,3647.28,Dinamica
6000,25000,6290,5034.56,Dinamica
6000,25000,6882,4924.89,Dinamica
6000,25000,6129,5026.44,Dinamica
6000,25000,6109,5175.89,Dinamica
6000,25000,6478,4797.03,Dinamica
6000,25000,5679,5324.38,Dinamica
6000,25000,6819,4887.65,Dinamica
6000,25000,6073,5426.71,Dinamica
6000,25000,5919,5239.76,Dinamica
6000,25000,6146,5116.08,Dinamica
7000,25000,6273,5943.26,Dinamica
7000,25000,6433,6090.08,Dinamica
7000,25000,6502,6301.07,Dinamica
7000,25000,7072,5733.01,Dinamica
7000,25000,6408,6358.27,Dinamica
7000,25000,7154,5959.15,Dinamica
7000,25000,7234,5882.23,Dinamica
7000,25000,6826,5898.01,Dinamica
7000,25000,6397,6166.33,Dinamica
7000,25000,6862,6153.31,Dinamica
8000,25000,7436,6877.05,Dinamica
8000,25000,8055,6693.29,Dinamica
8000,25000,7013,7280.53,Dinamica
8000,25000,7517,6880.82,Dinamica
8000,25000,7394,7212.91,Dinamica
8000,25000,7452,7194.46,Dinamica
8000,25000,7218,6583.02,Dinamica
8000,25000,7311,7385.67,Dinamica
8000,25000,7437,6784.39,Dinamica
8000,25000,7101,6967.28,Dinamica
9000,25000,8041,7917.32,Dinamica
9000,25000,8208,7723.78,Dinamica
9000,25000,7114,8056.29,Dinamica
9000,25000,7569,8398.86,Dinamica
9000,25000,7665,7936.92,Dinamica
9000,25000,7355,8200.96,Dinamica
9000,25000,7274,8447.53,Dinamica
9000,25000,7057,8383.3,Dinamica
9000,25000,7675,7888.9,Dinamica
9000,25000,8081,7749.63,Dinamica
1000,26000,2527,502.117,Dinamica
1000,26000,2433,562.249,Dinamica
1000,26000,2462,578.996,Dinamica
1000,26000,2639,532.309,Dinamica
1000,26000,2597,560.005,Dinamica
1000,26000,2674,550.619,Dinamica
1000,26000,2413,589.719,Dinamica
1000,26000,2223,609.492,Dinamica
1000,26000,2686,500.369,Dinamica
1000,26000,3094,570.923,Dinamica
2000,26000,3331,1263.22,Dinamica
2000,26000,2821,1427.72,Dinamica
2000,26000,3620,1378.14,Dinamica
2000,26000,3161,1508.46,Dinamica
2000,26000,3744,1390.33,Dinamica
2000,26000,3606,1303.99,Dinamica
2000,26000,3218,1548.04,Dinamica
2000,26000,3989,1267.62,Dinamica
2000,26000,4094,1185.21,Dinamica
2000,26000,3517,1299.74,Dinamica
3000,26000,3863,2377.55,Dinamica
3000,26000,4677,2362.85,Dinamica
3000,26000,4132,2199.06,Dinamica
3000,26000,4364,2114.34,Dinamica
3000,26000,4140,2215.84,Dinamica
3000,26000,4562,2073.75,Dinamica
3000,26000,4329,2330.28,Dinamica
3000,26000,4276,2233.07,Dinamica
3000,26000,4148,2342.24,Dinamica
3000,26000,4979,2074.9,Dinamica
4000,26000,4771,3187.96,Dinamica
4000,26000,4971,3639.69,Dinamica
4000,26000,5042,3051.58,Dinamica
4000,26000,5089,3163.56,Dinamica
4000,26000,5170,2985.58,Dinamica
4000,26000,5803,2787.32,Dinamica
4000,26000,5757,3103.17,Dinamica
4000,26000,4702,3238.47,Dinamica
4000,26000,5503,3273.99,Dinamica
4000,26000,5405,2888.62,Dinamica
5000,26000,5238,4024.01,Dinamica
5000,26000,6370,3671.62,Dinamica
5000,26000,5598,3861.67,Dinamica
5000,26000,5571,3858.96,Dinamica
5000,26000,6023,3959.32,Dinamica
5000,26000,5841,4302.83,Dinamica
5000,26000,6048,4235.13,Dinamica
5000,26000,5642,4193.84,Dinamica
5000,26000,5971,4332.64,Dinamica
5000,26000,5898,4208.7,Dinamica
6000,26000,6294,5037.97,Dinamica
6000,26000,6082,5360.02,Dinamica
6000,26000,6124,5457.27,Dinamica
6000,26000,6148,4886.98,Dinamica
6000,26000,5711,5267.99,Dinamica
6000,26000,6902,5520.34,Dinamica
6000,26000,6422,4848.34,Dinamica
6000,26000,6462,5070.73,Dinamica
6000,26000,5491,5060.71,Dinamica
6000,26000,6724,5132.36,Dinamica
7000,26000,6310,6125.98,Dinamica
7000,26000,6538,6029.7,Dinamica
7000,26000,6884,6312.5,Dinamica
7000,26000,7042,6234.62,Dinamica
7000,26000,7408,6201.03,Dinamica
7000,26000,6894,5784.26,Dinamica
7000,26000,6757,6541.93,Dinamica
7000,26000,6404,6715.62,Dinamica
7000,26000,6465,6277.31,Dinamica
7000,26000,6898,6300.2,Dinamica
8000,26000,6427,7355.34,Dinamica
8000,26000,7476,6853.46,Dinamica
8000,26000,6925,7118.25,Dinamica
8000,26000,7282,7379.1,Dinamica
8000,26000,7629,7136.66,Dinamica
8000,26000,7225,7315.6,Dinamica
8000,26000,7323,7065.65,Dinamica
8000,26000,6802,7239.21,Dinamica
8000,26000,6631,7215.49,Dinamica
8000,26000,7436,6675.72,Dinamica
9000,26000,7320,8953.41,Dinamica
9000,26000,7392,7622.08,Dinamica
9000,26000,6879,8518.88,Dinamica
9000,26000,7483,7566.36,Dinamica
9000,26000,7143,9003.82,Dinamica
9000,26000,6952,8348.78,Dinamica
9000,26000,7817,8172.98,Dinamica
9000,26000,7932,7977.84,Dinamica
9000,26000,7573,8385.86,Dinamica
9000,26000,7246,7889.71,Dinamica
1000,27000,2713,562.209,Dinamica
1000,27000,2706,558.696,Dinamica
1000,27000,2397,648.23,Dinamica
1000,27000,2621,586.315,Dinamica
1000,27000,2777,572.458,Dinamica
1000,27000,2660,665.09,Dinamica
1000,27000,2398,596.268,Dinamica
1000,27000,2496,578.109,Dinamica
1000,27000,2982,563.101,Dinamica
1000,27000,2577,610.535,Dinamica
2000,27000,4465,1275.44,Dinamica
2000,27000,3638,1492.82,Dinamica
2000,27000,3183,1442.63,Dinamica
2000,27000,3684,1329.85,Dinamica
2000,27000,3533,1444.16,Dinamica
2000,27000,3441,1499.41,Dinamica
2000,27000,3372,1473.32,Dinamica
2000,27000,3761,1427.6,Dinamica
2000,27000,3728,1345.08,Dinamica
2000,27000,3100,1558.51,Dinamica
3000,27000,4654,2098.69,Dinamica
3000,27000,5040,2105.05,Dinamica
3000,27000,4671,2253.13,Dinamica
3000,27000,4457,2615.28,Dinamica
3000,27000,3938,2480.15,Dinamica
3000,27000,4322,2203.36,Dinamica
3000,27000,4428,2370.21,Dinamica
3000,27000,4107,2146.7,Dinamica
3000,27000,4500,2512.81,Dinamica
3000,27000,4447,2304.08,Dinamica
4000,27000,5255,3122.84,Dinamica
4000,27000,5503,3306.32,Dinamica
4000,27000,4483,3486.5,Dinamica
4000,27000,4855,3293.47,Dinamica
4000,27000,4649,3375.52,Dinamica
4000,27000,4623,3196.78,Dinamica
4000,27000,5204,3080.35,Dinamica
4000,27000,5063,3116.92,Dinamica
4000,27000,5410,3377.11,Dinamica
4000,27000,4866,3298.18,Dinamica
5000,27000,5786,4121.58,Dinamica
5000,27000,6283,4177.11,Dinamica
5000,27000,6079,3903.75,Dinamica
5000,27000,5862,4030.94,Dinamica
5000,27000,5814,4388.84,Dinamica
5000,27000,6240,4231.41,Dinamica
5000,27000,5547,4017.4,Dinamica
5000,27000,6230,4301.35,Dinamica
5000,27000,5467,4168.95,Dinamica
5000,27000,5764,4223.85,Dinamica
6000,27000,6277,5513.78,Dinamica
6000,27000,5997,5404.78,Dinamica
6000,27000,6175,5402.7,Dinamica
6000,27000,5840,4965.42,Dinamica
6000,27000,6228,5230.74,Dinamica
6000,27000,6068,5264.49,Dinamica
6000,27000,6211,5492.79,Dinamica
6000,27000,5969,5937.88,Dinamica
6000,27000,6849,5437.77,Dinamica
6000,27000,5919,5491.14,Dinamica
7000,27000,7860,6281.25,Dinamica
7000,27000,7149,5996.24,Dinamica
7000,27000,6768,6145.05,Dinamica
7000,27000,6706,6350.17,Dinamica
7000,27000,6703,6561.69,Dinamica
7000,27000,6694,6302.95,Dinamica
7000,27000,6816,6417.71,Dinamica
7000,27000,6910,6440.72,Dinamica
7000,27000,7333,6572.74,Dinamica
7000,27000,6040,6284.1,Dinamica
8000,27000,7541,7678.01,Dinamica
8000,27000,7429,7498.37,Dinamica
8000,27000,6769,7712.87,Dinamica
8000,27000,6341,7654.3,Dinamica
8000,27000,6936,8079.44,Dinamica
8000,27000,7370,7307.92,Dinamica
8000,27000,7136,7460.9,Dinamica
8000,27000,6951,7772.03,Dinamica
8000,27000,7530,7582.09,Dinamica
8000,27000,6902,7773.84,Dinamica
9000,27000,7690,9024.37,Dinamica
9000,27000,6833,9218.26,Dinamica
9000,27000,7779,8678.46,Dinamica
9000,27000,7787,8981.2,Dinamica
9000,27000,6861,8122.55,Dinamica
9000,27000,8429,9035.62,Dinamica
9000,27000,7905,8353.85,Dinamica
9000,27000,7213,8606.26,Dinamica
9000,27000,7360,8617.09,Dinamica
9000,27000,7354,8635.18,Dinamica
1000,28000,2820,513.987,Dinamica
1000,28000,2213,571.579,Dinamica
1000,28000,2724,579.949,Dinamica
1000,28000,2495,564.274,Dinamica
1000,28000,2792,595.977,Dinamica
1000,28000,2365,607.272,Dinamica
1000,28000,1969,653.396,Dinamica
1000,28000,2086,648.122,Dinamica
1000,28000,2933,549.673,Dinamica
1000,28000,2569,642.508,Dinamica
2000,28000,3484,1467.37,Dinamica
2000,28000,3874,1293.15,Dinamica
2000,28000,3704,1386.56,Dinamica
2000,28000,3447,1333.65,Dinamica
2000,28000,3366,1487.99,Dinamica
2000,28000,3393,1434.97,Dinamica
2000,28000,3453,1470.75,Dinamica
2000,28000,3928,1439.99,Dinamica
2000,28000,3274,1489.26,Dinamica
2000,28000,3634,1307.9,Dinamica
3000,28000,4676,2439.12,Dinamica
3000,28000,4522,2480.65,Dinamica
3000,28000,4736,2261.41,Dinamica
3000,28000,4351,2417.4,Dinamica
3000,28000,4666,2636.31,Dinamica
3000,28000,5041,2176.25,Dinamica
3000,28000,4176,2511.8,Dinamica
3000,28000,4704,2424.09,Dinamica
3000,28000,4578,2401.8,Dinamica
3000,28000,5109,2159.39,Dinamica
4000,28000,4596,3556.92,Dinamica
4000,28000,5109,3583.84,Dinamica
4000,28000,5928,3518.66,Dinamica
4000,28000,5479,3261.37,Dinamica
4000,28000,4893,3457.23,Dinamica
4000,28000,5088,3420.23,Dinamica
4000,28000,5432,3446.58,Dinamica
4000,28000,5458,3275.45,Dinamica
4000,28000,5134,3696.32,Dinamica
4000,28000,5617,3601.84,Dinamica
5000,28000,6023,4683.2,Dinamica
5000,28000,5962,4179.93,Dinamica
5000,28000,5331,4666.4,Dinamica
5000,28000,5803,4592.05,Dinamica
5000,28000,5856,4286.2,Dinamica
5000,28000,5304,4453.26,Dinamica
5000,28000,5756,4332.05,Dinamica
5000,28000,5615,4419.11,Dinamica
5000,28000,5935,4250.34,Dinamica
5000,28000,5941,4558.26,Dinamica
6000,28000,6470,5969.81,Dinamica
6000,28000,6002,5241.63,Dinamica
6000,28000,6190,5427.79,Dinamica
6000,28000,6011,6143.02,Dinamica
6000,28000,5872,5661.15,Dinamica
6000,28000,6496,5370.52,Dinamica
6000,28000,6048,5474.76,Dinamica
6000,28000,6546,5433.75,Dinamica
6000,28000,6222,5437.62,Dinamica
6000,28000,5913,5942.86,Dinamica
7000,28000,6766,7004.92,Dinamica
7000,28000,6500,6508.26,Dinamica
7000,28000,5716,7007.93,Dinamica
7000,28000,7608,6158.32,Dinamica
7000,28000,6963,7053.89,Dinamica
7000,28000,6557,6875.62,Dinamica
7000,28000,7155,7251.06,Dinamica
7000,28000,6861,6528.36,Dinamica
7000,28000,7092,6457.05,Dinamica
7000,28000,6999,6665.07,Dinamica
8000,28000,7449,8146.97,Dinamica
8000,28000,7182,7854.1,Dinamica
8000,28000,7302,8498.22,Dinamica
8000,28000,7188,7185.56,Dinamica
8000,28000,6438,8702.14,Dinamica
8000,28000,8070,7692.39,Dinamica
8000,28000,6938,8210.74,Dinamica
8000,28000,6795,8407.28,Dinamica
8000,28000,6479,8056.29,Dinamica
8000,28000,8193,7387.79,Dinamica
9000,28000,8620,8853.94,Dinamica
9000,28000,7153,8798.66,Dinamica
9000,28000,7243,9790.79,Dinamica
9000,28000,7770,9270.33,Dinamica
9000,28000,7714,8982.31,Dinamica
9000,28000,7280,9835.01,Dinamica
9000,28000,9115,8468.1,Dinamica
9000,28000,9047,8592.54,Dinamica
9000,28000,8115,8809.78,Dinamica
9000,28000,8167,8481.44,Dinamica
1000,29000,2634,620.885,Dinamica
1000,29000,2876,623.855,Dinamica
1000,29000,2170,699.146,Dinamica
1000,29000,2467,647.642,Dinamica
1000,29000,2950,665.8,Dinamica
1000,29000,2227,640.584,Dinamica
1000,29000,2386,671.051,Dinamica
1000,29000,2190,644.118,Dinamica
1000,29000,2650,604.809,Dinamica
1000,29000,2567,687.083,Dinamica
2000,29000,3236,1602.44,Dinamica
2000,29000,3207,1697.78,Dinamica
2000,29000,3328,1412.8,Dinamica
2000,29000,3544,1607.37,Dinamica
2000,29000,3480,1534.1,Dinamica
2000,29000,3176,1535.63,Dinamica
2000,29000,3641,1587.99,Dinamica
2000,29000,3716,1523.74,Dinamica
2000,29000,3727,1505.77,Dinamica
2000,29000,3587,1466.53,Dinamica
3000,29000,4430,2280.53,Dinamica
3000,29000,5086,2325.75,Dinamica
3000,29000,4381,2636.25,Dinamica
3000,29000,4506,2514.79,Dinamica
3000,29000,4994,2533.08,Dinamica
3000,29000,4493,2399.15,Dinamica
3000,29000,4442,2441.92,Dinamica
3000,29000,4159,2408.37,Dinamica
3000,29000,4026,2576.47,Dinamica
3000,29000,4484,2516.27,Dinamica
4000,29000,5211,3378.22,Dinamica
4000,29000,5353,3258.86,Dinamica
4000,29000,5078,3652.03,Dinamica
4000,29000,5181,3739.71,Dinamica
4000,29000,5088,3632.73,Dinamica
4000,29000,5466,3396.63,Dinamica
4000,29000,5018,3464.61,Dinamica
4000,29000,4774,3858.71,Dinamica
4000,29000,5402,3518.69,Dinamica
4000,29000,4776,3794.77,Dinamica
5000,29000,5446,4538.82,Dinamica
5000,29000,5604,4620.75,Dinamica
5000,29000,5789,4495.71,Dinamica
5000,29000,5562,4736.38,Dinamica
5000,29000,5467,5337.38,Dinamica
5000,29000,6198,4625.04,Dinamica
5000,29000,5686,4632.29,Dinamica
5000,29000,5420,4793.73,Dinamica
5000,29000,6885,4397.55,Dinamica
5000,29000,6041,4660.56,Dinamica
6000,29000,5982,6255.25,Dinamica
6000,29000,5996,6556.33,Dinamica
6000,29000,6497,5944.4,Dinamica
6000,29000,6112,5825.03,Dinamica
6000,29000,6176,5605.76,Dinamica
6000,29000,5964,5920.13,Dinamica
6000,29000,6769,6210.6,Dinamica
6000,29000,6209,5992.14,Dinamica
6000,29000,6895,5885.07,Dinamica
6000,29000,6229,5730.68,Dinamica
7000,29000,7299,7094.63,Dinamica
7000,29000,6943,7376.78,Dinamica
7000,29000,7077,6512.18,Dinamica
7000,29000,6652,7838.42,Dinamica
7000,29000,6721,6809.18,Dinamica
7000,29000,6461,7333.42,Dinamica
7000,29000,6504,6801.51,Dinamica
7000,29000,6599,7279.59,Dinamica
7000,29000,6973,7612,Dinamica
7000,29000,7255,7308.54,Dinamica
8000,29000,7240,8760.15,Dinamica
8000,29000,7336,7837.28,Dinamica
8000,29000,7309,8312.4,Dinamica
8000,29000,7583,8670.61,Dinamica
8000,29000,7034,9065.53,Dinamica
8000,29000,7280,9077.38,Dinamica
8000,29000,7513,8686.98,Dinamica
8000,29000,7822,8565.83,Dinamica
8000,29000,8261,8823.19,Dinamica
8000,29000,6848,8341.18,Dinamica
9000,29000,8210,10397.4,Dinamica
9000,29000,7526,9884.71,Dinamica
9000,29000,7570,9650.76,Dinamica
9000,29000,7163,9839.93,Dinamica
9000,29000,7450,9768.06,Dinamica
9000,29000,6612,10667.4,Dinamica
9000,29000,7894,9233.36,Dinamica
9000,29000,8104,9301.04,Dinamica
9000,29000,8045,9707.17,Dinamica
9000,29000,8259,9388.03,Dinamica
1000,30000,2959,590.099,Dinamica
1000,30000,2512,611.74,Dinamica
1000,30000,2589,680.147,Dinamica
1000,30000,2243,748.879,Dinamica
1000,30000,2190,722.755,Dinamica
1000,30000,2704,722.038,Dinamica
1000,30000,2221,702.206,Dinamica
1000,30000,2332,704.539,Dinamica
1000,30000,2889,654.825,Dinamica
1000,30000,2740,571.184,Dinamica
2000,30000,4214,1415.9,Dinamica
2000,30000,3562,1732.85,Dinamica
2000,30000,3049,1800.09,Dinamica
2000,30000,3613,1651.71,Dinamica
2000,30000,3801,1640.71,Dinamica
2000,30000,4010,1501.35,Dinamica
2000,30000,3449,1799.53,Dinamica
2000,30000,3701,1458.09,Dinamica
2000,30000,3532,1792.41,Dinamica
2000,30000,3546,1690.92,Dinamica
3000,30000,4878,2534.37,Dinamica
3000,30000,4072,2975.16,Dinamica
3000,30000,4706,2679.39,Dinamica
3000,30000,4493,2474.53,Dinamica
3000,30000,4287,2572.29,Dinamica
3000,30000,4691,2422.13,Dinamica
3000,30000,4177,2545.81,Dinamica
3000,30000,4365,2439.86,Dinamica
3000,30000,4522,2646.45,Dinamica
3000,30000,4730,2728.49,Dinamica
4000,30000,4583,3756.68,Dinamica
4000,30000,4414,3980.79,Dinamica
4000,30000,5241,4155.74,Dinamica
4000,30000,5169,4033.22,Dinamica
4000,30000,4827,4091.45,Dinamica
4000,30000,5039,3651.42,Dinamica
4000,30000,5339,3894.88,Dinamica
4000,30000,5326,3995.93,Dinamica
4000,30000,5716,3328.1,Dinamica
4000,30000,4912,3919.32,Dinamica
5000,30000,5844,5528.37,Dinamica
5000,30000,6603,4980.49,Dinamica
5000,30000,5363,4993.81,Dinamica
5000,30000,6103,4918.05,Dinamica
5000,30000,5863,4711.11,Dinamica
5000,30000,5376,4731.72,Dinamica
5000,30000,5328,4978.18,Dinamica
5000,30000,5670,5217.24,Dinamica
5000,30000,6717,4680.87,Dinamica
5000,30000,6046,4669.5,Dinamica
6000,30000,7010,6283.25,Dinamica
6000,30000,6044,6368.5,Dinamica
6000,30000,6380,5623.59,Dinamica
6000,30000,6242,6254.28,Dinamica
6000,30000,5750,6623.23,Dinamica
6000,30000,6710,6419.55,Dinamica
6000,30000,6757,6074.35,Dinamica
6000,30000,6035,6050.65,Dinamica
6000,30000,6357,6116.62,Dinamica
6000,30000,6040,6428.06,Dinamica
7000,30000,6799,7417.07,Dinamica
7000,30000,6629,7601.61,Dinamica
7000,30000,7041,7249.38,Dinamica
7000,30000,6941,7349.03,Dinamica
7000,30000,6993,7687.82,Dinamica
7000,30000,6675,7029.12,Dinamica
7000,30000,6578,6923.89,Dinamica
7000,30000,6772,7392.14,Dinamica
7000,30000,6654,7689.22,Dinamica
7000,30000,6683,7631.05,Dinamica
8000,30000,7646,7873.3,Dinamica
8000,30000,6528,9071.45,Dinamica
8000,30000,7640,8653.96,Dinamica
8000,30000,7697,8382.82,Dinamica
8000,30000,6775,8282.1,Dinamica
8000,30000,6690,9876.61,Dinamica
8000,30000,7148,8471.22,Dinamica
8000,30000,8152,8317.04,Dinamica
8000,30000,7441,8530.78,Dinamica
8000,30000,7740,8190.51,Dinamica
9000,30000,7484,9953.17,Dinamica
9000,30000,7003,10432.9,Dinamica
9000,30000,7280,10052.4,Dinamica
9000,30000,7703,9989.55,Dinamica
9000,30000,8117,9821.81,Dinamica
9000,30000,8515,9377.38,Dinamica
9000,30000,8516,9607.01,Dinamica
9000,30000,8659,10158.3,Dinamica
9000,30000,7207,9780.17,Dinamica
9000,30000,7607,9941.88,Dinamica
1000,31000,2196,787.834,Dinamica
1000,31000,2558,786.339,Dinamica
1000,31000,2901,719.125,Dinamica
1000,31000,2423,825.493,Dinamica
1000,31000,3087,702.128,Dinamica
1000,31000,2738,776.955,Dinamica
1000,31000,2918,646.434,Dinamica
1000,31000,2486,757.021,Dinamica
1000,31000,2530,793.188,Dinamica
1000,31000,2831,749.174,Dinamica
2000,31000,3555,1653.43,Dinamica
2000,31000,3537,1687.02,Dinamica
2000,31000,3493,1824.14,Dinamica
2000,31000,3260,1767.22,Dinamica
2000,31000,3785,1862.01,Dinamica
2000,31000,4051,1655.76,Dinamica
2000,31000,3647,1705.61,Dinamica
2000,31000,3814,1581.92,Dinamica
2000,31000,3278,1518.21,Dinamica
2000,31000,3148,1802.74,Dinamica
3000,31000,5020,2945.68,Dinamica
3000,31000,4775,2786.2,Dinamica
3000,31000,4184,2766.93,Dinamica
3000,31000,4349,2570.82,Dinamica
3000,31000,4795,2967.56,Dinamica
3000,31000,4211,2749.31,Dinamica
3000,31000,4475,3051.42,Dinamica
3000,31000,4686,2755.08,Dinamica
3000,31000,4451,2801.67,Dinamica
3000,31000,4630,2872.98,Dinamica
4000,31000,5367,3984.71,Dinamica
4000,31000,4966,3910.15,Dinamica
4000,31000,4738,4187.62,Dinamica
4000,31000,5475,3597.87,Dinamica
4000,31000,5038,3786.02,Dinamica
4000,31000,5108,3879.82,Dinamica
4000,31000,5237,3896.82,Dinamica
4000,31000,5331,3891.02,Dinamica
4000,31000,5154,4119.95,Dinamica
4000,31000,4969,3824.26,Dinamica
5000,31000,6002,4700.02,Dinamica
5000,31000,4990,5083.42,Dinamica
5000,31000,5176,5377.91,Dinamica
5000,31000,6042,5605.22,Dinamica
5000,31000,5877,5082.02,Dinamica
5000,31000,5699,4902.68,Dinamica
5000,31000,5693,4698.91,Dinamica
5000,31000,5270,5358.91,Dinamica
5000,31000,5654,4826.06,Dinamica
5000,31000,5574,5040.48,Dinamica
6000,31000,6313,6194.42,Dinamica
6000,31000,6240,6175.54,Dinamica
6000,31000,6234,6417.51,Dinamica
6000,31000,6064,6336.41,Dinamica
6000,31000,5920,6841.53,Dinamica
6000,31000,6911,6470.26,Dinamica
6000,31000,5880,6587.54,Dinamica
6000,31000,6266,6111.12,Dinamica
6000,31000,6031,7333.84,Dinamica
6000,31000,7406,6507.25,Dinamica
7000,31000,7210,7777.02,Dinamica
7000,31000,6664,7541.09,Dinamica
7000,31000,7238,7596.7,Dinamica
7000,31000,6506,7828.35,Dinamica
7000,31000,7412,7055.37,Dinamica
7000,31000,6750,8530,Dinamica
7000,31000,6028,8182.46,Dinamica
7000,31000,6746,8104.08,Dinamica
7000,31000,6411,8731.88,Dinamica
7000,31000,6868,7179.51,Dinamica
8000,31000,7293,9069.25,Dinamica
8000,31000,7133,8658.78,Dinamica
8000,31000,7506,9073.05,Dinamica
8000,31000,7126,9939.71,Dinamica
8000,31000,7739,9075.86,Dinamica
8000,31000,7488,8717.77,Dinamica
8000,31000,7536,8847.84,Dinamica
8000,31000,7346,8646.22,Dinamica
8000,31000,6970,8207.6,Dinamica
8000,31000,7396,9107.53,Dinamica
9000,31000,7717,11024.6,Dinamica
9000,31000,8334,10215.1,Dinamica
9000,31000,7055,10402.6,Dinamica
9000,31000,7728,10635.5,Dinamica
9000,31000,7810,9968.25,Dinamica
9000,31000,7564,10952.5,Dinamica
9000,31000,7601,10293.5,Dinamica
9000,31000,7930,10834.7,Dinamica
9000,31000,7217,10573.7,Dinamica
9000,31000,7657,9898.54,Dinamica
1000,32000,2616,751.5,Dinamica
1000,32000,2451,776.749,Dinamica
1000,32000,2874,696.08,Dinamica
1000,32000,2902,689.72,Dinamica
1000,32000,2539,756.858,Dinamica
1000,32000,2699,661.296,Dinamica
1000,32000,2626,733.057,Dinamica
1000,32000,2927,826.398,Dinamica
1000,32000,2401,828.102,Dinamica
1000,32000,2231,781.68,Dinamica
2000,32000,3401,1765.82,Dinamica
2000,32000,3665,1958.05,Dinamica
2000,32000,3499,1781.64,Dinamica
2000,32000,3384,1771.68,Dinamica
2000,32000,3335,1830.62,Dinamica
2000,32000,3644,1746.96,Dinamica
2000,32000,3897,1700.35,Dinamica
2000,32000,3750,1849.23,Dinamica
2000,32000,3547,1733.35,Dinamica
2000,32000,3476,1833.49,Dinamica
3000,32000,4158,3106.28,Dinamica
3000,32000,4470,2886.71,Dinamica
3000,32000,4709,3035.68,Dinamica
3000,32000,5022,2681.81,Dinamica
3000,32000,4404,2827.67,Dinamica
3000,32000,4739,2689.99,Dinamica
3000,32000,4803,2688.41,Dinamica
3000,32000,4451,2989.55,Dinamica
3000,32000,5164,2851.58,Dinamica
3000,32000,4039,3048.38,Dinamica
4000,32000,5088,4038.28,Dinamica
4000,32000,4530,4364.74,Dinamica
4000,32000,5391,4254.25,Dinamica
4000,32000,4909,4255.39,Dinamica
4000,32000,5375,4317.29,Dinamica
4000,32000,5202,4497.88,Dinamica
4000,32000,5358,4281.03,Dinamica
4000,32000,4868,4425.87,Dinamica
4000,32000,5109,4212.42,Dinamica
4000,32000,5893,3794.18,Dinamica
5000,32000,6032,5323.33,Dinamica
5000,32000,5897,5590.46,Dinamica
5000,32000,5952,4675.94,Dinamica
5000,32000,6147,5536.21,Dinamica
5000,32000,6060,5532.5,Dinamica
5000,32000,6017,5265.92,Dinamica
5000,32000,6028,5327.12,Dinamica
5000,32000,5555,5436.68,Dinamica
5000,32000,5808,5089.79,Dinamica
5000,32000,6119,5274.91,Dinamica
6000,32000,6076,6646.45,Dinamica
6000,32000,6275,6227.77,Dinamica
6000,32000,6283,6848.57,Dinamica
6000,32000,6321,6319.3,Dinamica
6000,32000,6913,6231.42,Dinamica
6000,32000,6020,6444.66,Dinamica
6000,32000,6538,6546.8,Dinamica
6000,32000,6629,6669.31,Dinamica
6000,32000,5818,7220.78,Dinamica
6000,32000,6348,6721.42,Dinamica
7000,32000,6172,8614.44,Dinamica
7000,32000,7244,7729.27,Dinamica
7000,32000,6223,8243.69,Dinamica
7000,32000,6933,8292.01,Dinamica
7000,32000,6500,8243.97,Dinamica
7000,32000,7552,7527.7,Dinamica
7000,32000,6848,7901.59,Dinamica
7000,32000,7364,8022.03,Dinamica
7000,32000,6085,7791.09,Dinamica
7000,32000,7336,7793.27,Dinamica
8000,32000,6927,9501.65,Dinamica
8000,32000,7844,9290.46,Dinamica
8000,32000,6918,9247.01,Dinamica
8000,32000,7541,9403.68,Dinamica
8000,32000,8042,9530.42,Dinamica
8000,32000,7168,10622.4,Dinamica
8000,32000,7211,9476.99,Dinamica
